ACC X (m/s2),ACC Y (m/s2),ACC Z (m/s2),GRAV X (m/s2),GRAV Y (m/s2),GRAV Z (m/s2),LIN ACC X (m/s2),LIN ACC Y (m/s2),LIN ACC Z (m/s2),GYRO X (rad/s),GYRO Y (rad/s),GYRO Z (rad/s),LIGHT (lux),MAG FIELD X (T),MAG FIELD Y (T),MAG FIELD Z (T),ORIENT Z (deg),ORIENT X (deg),ORIENT Y (deg),PROXIMITY (m),SOUND LEVEL (dB),LOC LAT ,LOC LON,LOC ALT (m),LOC SPEED (Km/h),LOC ACCURACY (m),LOC ORIENT (deg),SAT IN RANGE,TIME (ms),YYYY-MO-DD HH-MI-SS_SSS
4.1988,10.7525,-0.1868,0.9784,9.387,2.664,-2.1605,0.6902,-0.3196,-0.7823,-0.7986,0.6568,0,-27.91,-86.42,-45.2,151.01,-81.9,112.98,0,54.118,48.161247,11.567165,574,28.08,67.536,90.3,0 / 23,1626012,2018-11-08 18:26:00:260
-4.1458,13.8939,3.6248,0.5525,9.6277,1.781,-2.1039,-0.63,-1.2414,-1.3054,-0.6104,0.3032,0,-69.99,-54.01,-32.25,194.64,-74.21,131.45,0,55.213,48.161247,11.567165,574,28.08,67.536,90.3,0 / 22,1628012,2018-11-08 18:26:02:260
7.7751,-2.138,-0.2586,-0.4075,9.744,1.0292,0.5975,-1.0739,0.3995,-0.7051,0.3426,-0.7428,0,-54.08,-165,-72.23,180.93,-72.59,144.53,0,59.614,48.161247,11.567165,574,28.08,67.536,90.3,0 / 23,1630012,2018-11-08 18:26:04:260
-0.4703,5.3015,-1.452,-1.4337,9.3514,-2.5819,0.2091,1.0975,2.0068,-0.6002,0.294,-0.3481,0,-20.49,-175.7,-38.8,43.24,-81.8,-7.41,0,56.947,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1632012,2018-11-08 18:26:06:260
1.9589,11.8364,-0.157,0.5854,9.6269,1.7749,-1.5111,3.5431,-2.4088,2.4688,-1.1574,-1.2376,0,-0.62,-156,-72.74,92.9,-84.8,80.93,0,58.652,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1634012,2018-11-08 18:26:08:260
1.3035,7.6441,0.5987,1.0136,9.5753,1.8591,-1.667,5.3999,-1.5989,-0.8101,-0.9126,0.4381,0,4.77,-123.34,-66.04,156.13,-81.3,154.17,0,54.117,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1636013,2018-11-08 18:26:10:261
0.3739,7.7279,0.2656,0.7927,9.6179,1.7429,-1.7283,1.8737,-1.5475,-0.6124,-0.3003,0.5289,0,18.44,-97.38,-70.87,143.67,-78.77,149.57,0,60.444,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1638012,2018-11-08 18:26:12:260
0.6204,7.4303,-6.0885,-1.0163,7.3161,-6.4508,1.414,-4.332,-0.4975,-1.303,0.0231,-0.028,0,20.26,-81.91,-58.11,148.24,-78.65,159.77,0,61.804,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1640012,2018-11-08 18:26:14:260
-0.0345,8.7335,-0.5499,-0.0785,9.7556,0.9965,0.6826,1.2194,-1.3628,2.2105,0.5726,-1.2533,0,15.51,-83.28,-90.26,7.68,-80.89,16.56,0,59.135,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1642012,2018-11-08 18:26:16:260
-1.1794,13.7724,0.8685,-0.259,9.7627,-0.8911,0.6639,0.3959,0.2531,0.3436,0.5324,0.0737,0,12.21,-82.59,-80.86,334.32,-83.08,-14.06,0,57.872,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1644012,2018-11-08 18:26:18:260
-1.0386,8.9602,0.0325,-0.5836,9.6814,-1.4495,-2.4829,-1.3184,0.7656,-0.5065,-0.4454,0.3255,0,13.59,-81.33,-77.24,151.92,-80.83,158.07,0,56.629,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1646012,2018-11-08 18:26:20:260
-1.0079,9.5204,0.9831,-2.4823,8.5258,-4.1616,-0.2202,1.906,0.038,-1.8839,-1.0856,0.2977,0,23.41,-81.87,-74.39,142.65,-83.16,155.72,0,60.683,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1648013,2018-11-08 18:26:22:261
0.8425,8.2273,-2.0468,-0.5228,9.7621,-0.7736,1.8469,-1.2646,0.0945,1.116,0.6647,-0.8656,0,12.96,-90.07,-91.91,324.96,-80.02,-21.03,0,60.706,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1650012,2018-11-08 18:26:24:260
-2.2209,6.9634,-2.8849,-0.9026,9.6552,-1.4606,1.9021,-3.0817,-0.4807,-1.1096,-0.642,0.2304,0,2.24,-93.28,-75.92,168.26,-70.79,165.69,0,54.446,48.161247,11.567165,574,28.08,67.536,90.3,0 / 17,1652013,2018-11-08 18:26:26:261
1.4019,9.5211,0.1519,-0.2279,9.563,-2.1604,1.1854,0.4405,1.2042,1.5814,-1.0793,-0.9462,0,-4,-86.54,-90,319.54,-76.63,-33.8,0,52.034,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1654012,2018-11-08 18:26:28:260
2.6968,8.9129,0.8535,-1.131,9.6421,-1.386,4.6154,4.2209,-1.647,-0.657,-0.4436,0.8121,0,-0.13,-90.17,-70.11,156.01,-70.55,147.11,0,57.639,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1656012,2018-11-08 18:26:30:260
-0.5508,8.7607,-3.0652,-0.9056,9.2538,-3.1172,0.8392,-3.3848,0.2106,-1.2397,-0.4747,0.4225,0,-7.92,-82.22,-61.93,351.68,-80.01,-13.66,0,55.464,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1658012,2018-11-08 18:26:32:260
0.6831,8.5617,0.3584,0.4259,9.7106,1.301,-1.051,0.0228,0.0231,-1.065,-0.0808,0.6868,0,-17.45,-84.01,-57.12,169.86,-72.66,149.45,0,55.574,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1660013,2018-11-08 18:26:34:261
-0.1269,8.1133,-0.9469,-2.2388,8.6922,-3.9503,0.6355,0.6665,0.4149,1.3519,1.0397,-1.3294,0,-24.28,-80.93,-46.44,310.16,-85.32,-71.69,0,55.63,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1662012,2018-11-08 18:26:36:260
-1.6559,7.6916,-0.603,-2.433,7.9421,-5.2128,0.1789,4.0801,-2.5564,-1.4353,0.0364,0.4981,0,-36.11,-73.54,-42.57,178.22,-74.8,137.72,0,59.339,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1664012,2018-11-08 18:26:38:260
0.8867,9.2567,0.2748,0.6474,9.7625,0.6668,-0.7811,2.181,-0.2841,1.2993,-0.3689,-1.2165,0,-16.13,-84.52,-59.36,5.53,-88.43,-9.85,0,54.986,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1666012,2018-11-08 18:26:40:260
-3.1309,7.1215,-5.2494,-0.9675,9.757,-0.1865,2.2428,-0.0697,5.2822,-0.4883,-0.2685,0.123,0,-18.06,-77.88,-47.07,176.68,-67.45,154.01,0,56.102,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1668013,2018-11-08 18:26:42:261
-0.412,13.0281,-0.1605,-0.1394,9.4556,-2.5966,0.3943,0.174,-0.047,1.4087,-0.8502,-1.0316,0,27.38,-80.53,-96.55,301.46,-82.16,-37.33,0,53.729,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1670012,2018-11-08 18:26:44:260
0.1356,8.9871,-0.0846,-0.389,9.7821,-0.5737,-0.6178,-1.0271,0.711,-1.0075,-0.1802,1.0607,0,21.97,-86.31,-88.57,150.12,-51.82,151.9,0,53.468,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1672013,2018-11-08 18:26:46:261
0.0898,7.2624,-3.7606,-2.6567,7.471,-5.7703,1.6644,-3.7551,-0.0243,-1.4275,-0.5181,0.6587,0,29.73,-84.19,-82.01,216.89,-84.72,-120.09,0,56.617,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1674012,2018-11-08 18:26:48:260
0.9599,13.4012,0.8726,-0.3348,9.7307,-1.1715,1.072,1.31,1.8714,0.4508,0.2874,0.0454,0,16.29,-84.97,-95,315.88,-82.71,-29.84,0,55.58,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1676013,2018-11-08 18:26:50:261
-1.9446,9.2943,0.257,1.0434,9.741,0.4417,-0.3641,2.3667,-0.8055,0.7165,0.1262,-0.0303,0,21,-88.12,-90.52,161.2,-87.14,173.35,0,59.507,48.161247,11.567165,574,28.08,67.536,90.3,0 / 14,1678012,2018-11-08 18:26:52:260
4.9117,-1.9295,0.6916,-1.5306,9.3297,-2.6046,-1.1063,3.4407,-2.6115,-0.7243,0.403,0.2131,0,27.39,-84.98,-76.77,182.75,-84.68,-157.68,0,60.061,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1680013,2018-11-08 18:26:54:261
-2.5469,7.3936,-7.159,-1.6741,8.8838,-3.8007,2.6552,-6.532,0.5515,-0.1405,0.6858,-0.559,0,27.29,-89.5,-82.51,296.93,-74.17,-29.16,0,61.231,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1682012,2018-11-08 18:26:56:260
5.7882,14.3401,-0.3787,-2.3027,8.8987,-3.4177,2.7483,-5.9798,3.1087,2.5248,-1.5018,-1.6447,0,18.29,-94.03,-88.14,300.26,-71.52,-29.51,0,58.934,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1684012,2018-11-08 18:26:58:260
5.8124,15.4393,-2.3876,-2.2599,8.9353,-3.35,3.1533,-7.1285,2.8462,1.2552,1.2988,-1.2151,0,9.01,-85.37,-103.6,321.59,-69.91,-21.48,0,55.916,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1686013,2018-11-08 18:27:00:261
1.8776,13.4641,-0.8541,1.7345,9.3127,2.5367,-2.347,3.9058,-1.5263,0.4822,-0.3415,0.0166,0,-4.67,-104.58,-94.46,74.61,-87.19,68.53,0,55.195,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1688012,2018-11-08 18:27:02:260
1.1151,12.8511,-0.3425,1.5233,9.3432,2.5603,-2.3639,3.746,-1.3397,2.9073,-1.0832,-1.7351,0,-5.11,-91.86,-95.53,63.67,-86.61,57.74,0,56.064,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1690013,2018-11-08 18:27:04:261
-1.0383,7.0292,2.3594,1.6336,9.3201,2.5764,-1.9,3.4999,-1.4386,-0.9321,-0.4542,0.6179,0,-4.53,-90.22,-94.01,2.02,-87.38,-1.11,0,55.341,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1692012,2018-11-08 18:27:06:260
-0.1425,8.5082,-0.2003,1.8126,9.3221,2.4463,-2.2398,1.5722,-1.3532,-0.8479,-0.5272,0.5712,0,-3.52,-89.64,-87.46,142.88,-86.88,138.34,0,58.289,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1694013,2018-11-08 18:27:08:261
-0.2472,7.0635,0.543,-1.2949,9.6469,-1.196,4.5565,7.2659,2.2347,-0.4967,-0.7664,1.2845,0,-5.33,-92.98,-84.55,153.18,-72.93,142.44,0,59.314,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1696012,2018-11-08 18:27:10:260
8.2393,8.9498,-3.1843,-1.7789,9.3565,-2.3372,1.131,-2.4542,-0.0652,-1.1586,-0.42,0.6228,0,-4.07,-93.99,-77,313.13,-84.37,-44.68,0,59.454,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1698013,2018-11-08 18:27:12:261
1.1964,11.5633,-1.2394,-1.4818,9.3317,-2.6258,0.3249,0.8083,2.7753,2.3638,0.3356,-0.8865,0,-18.39,-82.33,-92.62,337.24,-75.19,-28.1,0,51.248,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1700012,2018-11-08 18:27:14:260
-1.6904,8.7512,0.3937,0.6188,9.6743,1.4818,-1.233,0.7028,-0.2949,-0.5365,0.0696,0.1869,0,-2.85,-88.43,-81.99,83.89,-88.03,79.69,0,55.188,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1702013,2018-11-08 18:27:16:261
-1.5708,9.2766,-0.622,-2.4807,7.5737,-5.7145,-1.0861,1.6102,-3.9499,-0.0441,1.0269,0.129,0,-5.25,-86.45,-78.78,149.61,-73,137.75,0,60.454,48.161247,11.567165,574,28.08,67.536,90.3,0 / 17,1704013,2018-11-08 18:27:18:261
2.1139,14.7681,0.7299,-0.5131,9.7471,-0.9493,0.7591,0.6798,1.2443,1.3806,0.0637,-1.9143,0,-12.49,-77.77,-91.05,10.01,-87.69,2.15,0,57.573,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1706012,2018-11-08 18:27:20:260
-0.3813,8.409,-0.4453,0.8637,9.7069,1.0957,0.1625,3.9193,-0.6712,-0.8245,-0.2304,0.5417,0,-0.14,-84.25,-93.86,153.64,-80.86,150.31,0,58.102,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1708013,2018-11-08 18:27:22:261
-1.544,0.8091,-7.5834,-2.9758,8.5754,-3.7117,0.4113,0.102,1.6257,-1.7255,-0.4651,0.1311,0,8.91,-90.58,-79.11,148.78,-60.98,141.28,0,60.596,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1710012,2018-11-08 18:27:24:260
-4.6458,8.8257,7.6339,-3.1843,7.8904,-4.8757,0.641,-0.3602,2.1085,2.0659,0.8771,-2.0961,0,16.08,-81.79,-79.73,300.89,-81.97,-40.58,0,56.753,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1712013,2018-11-08 18:27:26:261
2.5037,11.7698,-1.4267,-1.4931,9.3881,-2.4093,0.9356,1.2469,1.854,1.4217,0.3919,-1.9228,0,-13.14,-90.72,-85.15,321.94,-89.03,-46.12,0,56.505,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1714012,2018-11-08 18:27:28:260
-2.7143,6.8415,-0.9291,-0.4066,9.7982,0.0098,-0.6771,-0.1155,-0.214,-1.6353,-1.5226,0.711,0,-7.51,-96,-76.37,167.3,-58.82,154.8,0,60.979,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1716012,2018-11-08 18:27:30:260
-0.1099,3.4813,0.3621,0.0563,9.6557,-1.7128,0.1774,6.4418,1.1858,0.8213,2.5494,-1.0987,0,-10.12,-100,-80.51,187.44,-79.94,-178.12,0,58.657,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1718012,2018-11-08 18:27:32:260
-1.4564,7.2449,-0.7157,1.2386,9.5257,-1.9741,0.0559,-1.9125,-0.993,-2.0628,-0.6911,-0.5411,0,-7.77,-95.09,-81.83,70.61,-89.05,64.01,0,56.219,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1720013,2018-11-08 18:27:34:261
0.5895,4.2153,-1.0045,-1.7168,9.4228,-2.1056,-4.2197,1.8623,-2.6664,-0.9579,0.8479,0.0828,0,6.48,-92.09,-80.6,176.45,-78.42,179.96,0,57.791,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1722012,2018-11-08 18:27:36:260
2.0652,11.5416,-0.3827,-2.2337,8.7861,-3.7396,2.9595,-5.0204,1.1935,-0.7343,0.6529,-0.2795,0,0.26,-91.67,-89.57,313.9,-74.39,-33.37,0,58.092,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1724012,2018-11-08 18:27:38:260
-0.5257,10.6903,1.0108,-2.2801,9.0615,-2.9767,0.6717,-1.6777,3.724,1.5331,-0.2792,-0.4602,0,-1.71,-88.22,-97.92,326.84,-74.22,-25.57,0,54.575,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1726012,2018-11-08 18:27:40:260
-0.0021,11.8211,1.6368,0.6853,9.6479,1.6184,-1.3386,-0.9992,0.3851,-0.0256,-0.3459,0.0145,0,8.38,-93.79,-94.07,142.55,-73.45,138.48,0,56.367,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1728012,2018-11-08 18:27:42:260
3.2344,6.622,-5.0021,0.1005,9.7851,0.6423,2.0451,-0.6044,-0.5513,-0.079,-0.0539,1.0924,0,10.33,-97.76,-91.65,137.9,-72.93,133.12,0,59.88,48.161247,11.567165,574,28.08,67.536,90.3,0 / 18,1730013,2018-11-08 18:27:44:261
-1.4739,6.8001,-3.0869,-1.3479,9.5805,-1.6024,4.2498,4.1719,0.4184,-1.1142,-0.332,0.6785,0,24.76,-98.11,-83.78,141.06,-69.33,144.75,0,59.371,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1732012,2018-11-08 18:27:46:260
0.4883,3.9899,-0.2367,0.249,9.7953,-0.4008,3.8472,3.0787,0.1751,1.6177,-0.2487,-0.606,0,8.67,-99.63,-95.74,205.3,-87.24,-148.14,0,59.151,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1734012,2018-11-08 18:27:48:260
0.4436,11.3511,-0.9545,1.218,9.3923,2.5438,-1.1296,2.736,-1.5908,1.6995,-0.1084,-0.5843,0,1.57,-85.66,-109.33,0.46,-82.8,1.46,0,54.63,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1736013,2018-11-08 18:27:50:261
0.8458,7.472,0.6868,1.7519,9.3743,2.2854,-0.8544,0.2511,-1.2661,-0.8285,1.4027,0.5987,0,6.83,-90.94,-106.47,160.14,-81.44,161.64,0,54.544,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1738012,2018-11-08 18:27:52:260
0.626,8.2342,2.3842,0.2404,9.7183,1.2914,-0.5151,-0.7306,0.3966,-0.8239,0.2227,0.1848,0,13.3,-92.91,-104.84,151.99,-81.27,155.72,0,55.782,48.161247,11.567165,574,28.08,67.536,90.3,0 / 19,1740012,2018-11-08 18:27:54:260
-2.576,8.2475,0.2564,1.1611,9.7312,0.3558,-1.4318,0.9375,-0.1933,0.435,-0.0479,0.2406,0,8.07,-94.44,-101.46,335.12,-81.71,-16.89,0,58.775,48.161247,11.567165,574,28.08,67.536,90.3,0 / 20,1742012,2018-11-08 18:27:56:260
0.7715,7.8673,1.1614,0.2142,9.7713,0.8034,1.5491,0.0172,0.0267,-0.8689,-0.3928,0.4859,0,23.19,-90.98,-85.92,139.39,-73.26,144.33,0,57.022,48.161247,11.567165,574,28.08,67.536,90.3,0 / 20,1744013,2018-11-08 18:27:58:261
-0.5568,6.1147,-4.0472,-1.4893,9.4567,-2.127,-0.8429,-2.1799,-2.7176,-0.2995,1.8194,-0.8083,0,31.26,-90.41,-66.86,143.06,-68.05,153.61,0,58.31,48.161247,11.567165,574,28.08,67.536,90.3,0 / 20,1746012,2018-11-08 18:28:00:260
-0.0159,8.8878,1.9554,1.4004,9.6514,1.0297,-0.794,2.9366,0.0265,-0.0238,-0.3483,0.3755,0,24.79,-95.07,-92.79,322.54,-81.36,-16.9,0,48.12,48.161247,11.567165,574,28.08,67.536,90.3,0 / 20,1748012,2018-11-08 18:28:02:260
0.8427,8.5329,0.1353,0.2617,9.6727,-1.5941,0.0646,-0.027,0.3567,-0.0696,0.3849,0.0817,0,27.66,-94.13,-53.14,158.53,-74.74,178.34,0,52.679,48.161247,11.567165,574,28.08,67.536,90.3,0 / 20,1750012,2018-11-08 18:28:04:260
0.3009,8.3145,0.0967,0.322,9.7345,-1.1427,0.1398,0.4309,-0.4707,-0.7839,-0.6386,-0.1063,0,30.4,-94.41,-55.93,163.41,-79.23,-172.67,0,50.147,48.161247,11.567165,574,28.08,67.536,90.3,0 / 20,1752012,2018-11-08 18:28:06:260
0.9909,11.887,2.4156,-0.4856,9.7886,0.3443,-1.5114,0.2411,2.3413,-0.4527,0.3645,-0.5856,0,43.54,-90.22,-83.54,127.78,-74.56,144.67,0,54.514,48.161247,11.567165,574,28.08,67.536,90.3,0 / 20,1754013,2018-11-08 18:28:08:261
2.7612,8.7698,-1.7239,-1.6617,9.3008,-2.6277,1.0552,-0.4953,2.9587,2.8325,-1.057,-0.862,0,34.05,-89.87,-95.23,303.32,-74.23,-23.96,0,50.141,48.161247,11.567165,574,28.08,67.536,90.3,0 / 20,1756012,2018-11-08 18:28:10:260
0.7631,8.1125,1.4167,-0.3895,9.7712,0.7362,1.1713,-0.1916,-0.7013,-0.4838,1.2153,0.3493,0,38.98,-90.64,-92.11,114.53,-77.44,127.43,0,54.824,48.161247,11.567165,574,28.08,67.536,90.3,0 / 23,1758013,2018-11-08 18:28:12:261
-1.7834,7.6958,-2.486,-1.7728,9.2344,-2.7847,1.562,-1.6369,3.2873,0.9406,1.6722,-1.1617,0,29.87,-92.68,-96.15,302.79,-73.03,-25.15,0,58.405,48.161247,11.567165,574,28.08,67.536,90.3,0 / 23,1760012,2018-11-08 18:28:14:260
0.0979,8.3383,1.1384,0.9555,9.6416,1.5153,-2.0477,1.8936,0.1393,3.0469,-1.0666,-1.3083,0,27.02,-95.33,-87.27,300.53,-79.47,-32.23,0,52.054,48.139923,11.55863,582,0,90.048,,23-May,1762013,2018-11-08 18:28:16:261
0.8365,9.1275,-2.7795,0.6389,9.5643,2.0703,-0.2318,-0.5955,-0.622,-0.7095,0.0731,0.4156,0,20.89,-89.89,-99.84,323.62,-77.24,-17.15,0,54.437,48.139923,11.55863,582,0,90.048,,0 / 23,1764012,2018-11-08 18:28:18:260
-6.9393,13.5723,-5.9363,-2.0575,8.9794,-3.3626,2.0382,-3.9681,1.6453,-0.5032,-0.5965,0.9914,0,38.78,-86.2,-86.76,136.84,-66.3,148.54,0,59.425,48.139923,11.55863,582,0,90.048,,0 / 23,1766012,2018-11-08 18:28:20:260
0.0468,4.9475,0.3188,0.2725,9.7899,-0.5041,4.7043,2.5348,-0.1942,2.7155,0.0302,-0.9625,0,38.52,-87.97,-101.48,186.96,-86.65,-151.61,0,52.258,48.139923,11.55863,582,0,90.048,,0 / 23,1768013,2018-11-08 18:28:22:261
-1.8123,7.3636,1.1618,1.3369,9.3772,2.5397,-0.9677,2.1476,-1.0579,1.4899,-0.1958,-0.3724,0,8.21,-89.58,-107.12,316.81,-72.98,-27.76,0,56.49,48.139923,11.55863,582,0,90.048,,0 / 23,1770013,2018-11-08 18:28:24:261
0.8061,8.5899,-1.1791,0.7663,9.473,2.4178,-0.6314,-0.19,-1.3508,-0.7315,0.9734,0.3774,0,14.67,-89.29,-104.28,326.23,-75.01,-17.59,0,55.717,48.139923,11.55863,582,0,90.048,,0 / 23,1772013,2018-11-08 18:28:26:261
1.6352,3.5725,8.1854,-1.7194,9.3706,-2.3251,-3.8777,3.1972,-3.8921,-0.8154,0.9597,0.3241,0,20.28,-92.61,-95.17,140.82,-72.85,143.52,0,58.8,48.139923,11.55863,582,0,90.048,,0 / 23,1774012,2018-11-08 18:28:28:260
-1.6231,11.2973,-4.5729,-1.9324,8.9613,-3.483,1.7484,-4.5709,-0.283,0.192,1.6482,-0.4737,0,25.93,-90.54,-94.55,145.82,-66.04,150.98,0,59.384,48.139923,11.55863,582,0,90.048,,0 / 23,1776013,2018-11-08 18:28:30:261
6.4864,12.5493,0.0229,-2.1454,8.9576,-3.3658,2.9196,-3.7518,2.1767,-0.673,0.6934,-0.5008,0,38.32,-84.79,-91.8,136.81,-65.98,147.49,0,58.459,48.139923,11.55863,582,0,90.048,,0 / 23,1778012,2018-11-08 18:28:32:260
0.9021,10.6024,0.7456,-0.1316,9.7115,-1.3563,1.7616,5.4455,1.4793,-0.4391,-0.5835,0.4187,0,30.8,-86.98,-100.94,159.51,-82.01,174.46,0,55.293,48.139923,11.55863,582,0,90.048,,0 / 23,1780013,2018-11-08 18:28:34:261
0.3411,7.9984,0.4629,0.3294,9.7601,0.8956,0.9462,-0.984,-1.7886,-0.4416,-0.3911,0.4671,0,32.28,-81.05,-104.93,320.07,-84.42,-20.2,0,60.989,48.139923,11.55863,582,0,90.048,,0 / 23,1782012,2018-11-08 18:28:36:260
-0.3789,8.335,0.1714,-0.1019,9.8057,-0.0914,1.2123,1.73,7.0455,-0.9848,-1.0992,1.0105,0,42.54,-69.67,-109.26,110.79,-89.2,131.87,0,58.424,48.139923,11.55863,582,0,90.048,,0 / 23,1784013,2018-11-08 18:28:38:261
-1.0284,3.443,-3.6625,-1.382,9.5865,-1.5361,4.432,5.5519,0.7281,-1.5807,-1.3076,1.2144,0,19.15,-79.98,-106.25,133.78,-77.84,138.02,0,58.82,48.139923,11.55863,582,0,90.048,,0 / 23,1786012,2018-11-08 18:28:40:260
0.0516,3.7791,-1.6588,-1.8348,9.2264,-2.7709,-2.7794,2.3365,-3.5128,1.1953,1.7191,-1.2783,0,29.69,-85.33,-87.54,138.18,-70.19,146.49,0,59.195,48.139923,11.55863,582,0,90.048,,0 / 23,1788013,2018-11-08 18:28:42:261
2.6373,10.409,0.4117,1.6651,9.3951,2.2649,-2.6041,3.1627,-0.7501,0.9781,0.6143,-1.9431,0,30.11,-85.81,-84.27,287.4,-73.34,-36.32,0,55.206,48.139923,11.55863,582,0,90.048,,0 / 23,1790013,2018-11-08 18:28:44:261
-1.4905,10.0708,1.8843,1.0867,9.4345,2.4455,-0.4206,1.0509,-0.8868,-1.0574,0.002,0.599,0,18.01,-86.47,-97.4,314.45,-74.16,-23.96,0,54.328,48.139923,11.55863,582,0,90.048,,0 / 23,1792012,2018-11-08 18:28:46:260
-0.9889,-1.3418,-3.724,0.0918,9.7418,1.1226,0.8921,-0.8291,-0.675,-0.8359,-0.8083,0.3322,0,22.01,-84.25,-101.41,341.2,-83.4,-4.68,0,59.121,48.139923,11.55863,582,0,90.048,,0 / 23,1794013,2018-11-08 18:28:48:261
-6.3504,7.7947,-6.4989,-0.0171,9.7988,0.392,-1.6212,1.1341,0.665,-0.6965,0.2999,0.1633,0,31.86,-85.28,-95.73,343.5,-87.71,2.5,0,58.908,48.139923,11.55863,582,0,90.048,,0 / 23,1796012,2018-11-08 18:28:50:260
-2.4394,12.7381,-7.8292,-2.2293,8.8382,-3.6176,3.4343,-5.7878,3.1604,-0.9569,-0.8516,-0.0542,0,47.28,-77.37,-90.79,132.7,-64.32,148.36,0,58.701,48.139923,11.55863,582,0,90.048,,0 / 23,1798012,2018-11-08 18:28:52:260
-2.0971,11.3387,-6.8325,-2.344,8.795,-3.6503,2.759,-5.5865,3.6093,1.2118,1.6917,-1.9443,0,35.1,-81.63,-105.46,138.83,-63.75,147.29,0,60.591,48.139923,11.55863,582,0,90.048,,0 / 23,1800013,2018-11-08 18:28:54:261
6.6512,12.5733,0.2223,-2.4681,8.8595,-3.404,3.8288,-5.9404,4.355,-0.081,1.5158,-0.2395,0,31.32,-88.49,-93.3,138.26,-64.61,144.06,0,59.564,48.139923,11.55863,582,0,90.048,,0 / 23,1802013,2018-11-08 18:28:56:261
2.8994,11.9192,0.9568,-2.2064,9.0479,-3.0721,2.6451,-4.0859,4.2146,1.7798,-0.125,-0.6103,0,32.23,-87.48,-86.05,136.69,-67.31,144.31,0,57.519,48.139923,11.55863,582,0,90.048,,0 / 23,1804013,2018-11-08 18:28:58:261
-1.4005,11.7192,2.2239,1.0662,9.4488,2.3986,-1.1377,-0.2925,-1.6407,1.7018,-0.03,-0.6642,0,28.82,-87.69,-94.17,306.5,-74.47,-23.97,0,52.807,48.139923,11.55863,582,0,90.048,,0 / 23,1806012,2018-11-08 18:29:00:260
-0.6017,12.7286,0.4868,1.0133,9.5101,2.1682,-2.1994,-0.6472,-0.6961,-1.0313,-0.5652,0.5972,0,25.69,-84.85,-96.29,309.5,-75.87,-25.05,0,60.388,48.139923,11.55863,582,0,90.048,,0 / 23,1808012,2018-11-08 18:29:02:260
