ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.1695,1.1216,8.2413,-0.1268,0.9321,9.7614,0.1944,0.1743,-1.3064,0.0368,0.0458,0.0592,1,28.99,-12.71,-44.71,253.11,-5.45,0.74,5,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,22,2018-11-12 17:27:47:560
-0.8083,-0.6135,14.2752,0.1213,0.654,9.7841,-0.4416,-1.6403,4.1197,-0.0182,0.0225,0.0241,1,28.76,-12.2,-43.99,256.26,-6.24,-0.41,5,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,1023,2018-11-12 17:27:48:561
0.1526,2.2559,7.6116,0.2037,1.7677,9.6439,-0.0094,0.5119,-1.5926,0.183,0.066,-0.0045,2,27.08,-13.26,-42.05,258.04,-9.54,-1.89,5,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,2022,2018-11-12 17:27:49:560
-1.0442,2.4284,10.0087,-0.2002,1.6162,9.6705,-0.9539,0.9419,0.6011,-0.2084,-0.1294,0.0103,2,26.93,-11.45,-40.26,260.95,-9.49,1.19,5,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,3023,2018-11-12 17:27:50:561
1.6933,0.3084,9.333,1.1259,1.2261,9.6643,-0.1177,-0.5998,-0.0139,-0.0584,0.7043,-0.2888,1,16.11,-12.12,-42.47,256.61,-9.57,-9.25,5,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,4022,2018-11-12 17:27:51:560
-6.9725,4.5867,4.141,-7.1858,6.0307,2.8574,-0.0708,-1.1052,1.6066,0.4221,-0.0508,-0.8367,0,43.14,-16.33,-16.38,347.64,-46.17,63.6,5,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,5022,2018-11-12 17:27:52:560
-10.2163,6.5344,1.3445,-7.5441,5.451,3.0892,-3.0212,1.4212,-1.4004,0.3608,-0.0763,0.0069,0,40.86,-11.08,-27.61,23.6,-32.4,64.28,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,6022,2018-11-12 17:27:53:560
-5.6806,6.2194,2.7722,-6.5865,6.785,2.5985,1.0236,-0.4704,0.3652,-0.997,0.269,0.2613,0,37.78,-21.39,-28.59,27.16,-48.81,65.8,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,7023,2018-11-12 17:27:54:561
-5.2408,9.2804,0.2273,-4.5062,8.7097,-0.067,-1.7631,-0.6829,1.3092,0.613,1.4212,-0.3069,0,27.76,-37.86,-19.35,322.83,-63.19,40.3,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,8022,2018-11-12 17:27:55:560
-3.4767,11.9354,2.4613,-0.462,9.6522,1.6709,-1.6639,3.0053,0.6046,3.0068,0.8067,-0.9921,0,14.13,-40.97,-20.81,308.91,-72.42,7.07,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,9023,2018-11-12 17:27:56:561
-3.8,11.249,0.6829,0.6823,9.4264,2.617,-4.1527,3.5543,-2.4356,-0.8781,-0.3517,0.6566,0,12.97,-41.42,-16.69,324.7,-79.25,14.57,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,10022,2018-11-12 17:27:57:560
-1.7502,6.713,0.086,-1.44,9.5375,1.7697,-0.5402,-1.7688,-1.4483,-1.2307,0.6432,0.573,0,20.11,-41.85,-18.14,75.35,-76.36,101.49,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,11023,2018-11-12 17:27:58:561
-2.3778,7.2028,-0.8308,-1.4561,9.5904,1.4402,-1.142,-1.8414,-2.8828,-0.871,-1.2296,0.5569,0,17.99,-42.68,-18.35,94.74,-75.48,114.05,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,12022,2018-11-12 17:27:59:560
0.7698,8.0387,0.3767,-1.2134,9.7219,0.428,1.9102,-1.1322,-0.2731,-1.3155,-0.3181,0.0826,0,20.33,-45.19,-12.12,104.28,-73.68,130.8,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,13023,2018-11-12 17:28:00:561
1.1472,13.7388,5.5159,-1.1794,9.7334,-0.2022,1.2001,3.8551,2.5872,-0.3769,0.0331,1.093,0,28.48,-42.08,-2.74,90.34,-66.49,133.81,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,14022,2018-11-12 17:28:01:560
-5.1302,8.1764,-7.5662,-3.0159,9.0177,-2.3993,-2.9221,-0.5677,-4.0475,-0.7331,0.0142,0.2469,0,27.43,-41.63,-1.9,96.19,-62.11,128.18,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,15022,2018-11-12 17:28:02:560
0.7848,1.2742,-0.7319,-3.4503,8.606,-3.1943,3.2858,-5.8117,1.0649,-1.1849,0.0596,0.9164,0,28.68,-43.21,-2.8,64.14,-72.33,122.38,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,16022,2018-11-12 17:28:03:560
0.1796,2.8578,0.64,-3.2352,8.7214,-3.105,3.4308,-5.2525,2.6228,1.0072,1.5683,-1.3564,0,24.22,-49.47,-10.35,66.57,-80.44,116.76,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,17022,2018-11-12 17:28:04:560
0.3334,2.1502,1.4499,-3.4343,8.731,-2.8541,3.5965,-5.6601,3.8589,0.6127,2.2389,-1.2876,0,22.62,-53.23,-15.56,87.65,-81.89,127.19,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,18023,2018-11-12 17:28:05:561
-0.5342,10.9385,0.2112,-0.136,9.7303,1.2137,0.843,2.5749,-0.2862,3.1695,0.2736,-1.4441,0,19.6,-50.17,-28.5,300.48,-73.73,-1.76,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,19022,2018-11-12 17:28:06:560
-2.7495,9.5697,0.5161,0.4123,9.5984,1.9676,-2.0405,1.0017,-1.4793,1.2334,-0.1068,-0.3071,0,19.55,-48.37,-30.15,314.04,-76.81,1.29,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,20022,2018-11-12 17:28:07:560
-1.5892,10.3758,1.0677,0.2907,9.3976,2.7875,-2.1067,2.0558,-1.3631,-1.0177,0.0287,0.6601,0,26.29,-46.03,-25.43,330.8,-79.28,24.02,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,21022,2018-11-12 17:28:08:560
-1.0218,8.5947,1.6833,-0.4073,9.3937,2.7862,-0.7551,0.271,-0.7612,-1.0243,-0.1369,0.5759,0,30.21,-43.84,-21.17,348.38,-80.47,45.85,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,22022,2018-11-12 17:28:09:560
-0.17,11.1049,3.8884,-0.7336,9.7792,-0.0033,-1.5879,0.8535,0.4261,-0.7978,1.0013,0.3148,0,29.43,-45.04,-15.44,99.54,-69.92,133.06,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,23022,2018-11-12 17:28:10:560
-1.8985,-2.5148,0.5694,-2.0613,9.4762,-1.4568,1.4739,-7.4199,0.7418,-0.4383,-0.6452,0.9766,0,37.65,-39.69,-7.47,80.27,-67.81,134.55,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,24022,2018-11-12 17:28:11:560
-2.1585,6.0995,-0.9257,-2.8232,9.1675,-2.0389,0.8771,-0.4286,2.3407,-1.0999,0.1645,0.7137,0,35.19,-40.07,-2.97,84.8,-63.68,135.23,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,25022,2018-11-12 17:28:12:560
-4.4912,10.3821,-4.8125,-2.4554,9.1597,-2.4982,-2.4324,2.4799,-2.8342,-0.8562,0.1061,0.5651,0,34.78,-38.55,-0.08,78.34,-62.44,132.39,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,26022,2018-11-12 17:28:13:560
0.6097,5.3716,-0.0276,-3.0808,8.9889,-2.4247,3.9179,-3.6371,2.714,1.1617,0.4909,-1.8452,0,29.1,-40.21,-6.73,300.75,-86.66,21.08,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,27022,2018-11-12 17:28:14:560
-1.3548,9.5695,-0.2648,-1.8997,9.5239,-1.3628,0.5758,0.91,0.981,1.1696,0.7965,-1.6852,0,19.49,-41.81,-13.56,267.28,-74.86,-10.45,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,28022,2018-11-12 17:28:15:560
3.1085,13.5715,2.6158,-0.6392,9.7851,0.1198,3.4136,4.9064,1.7844,2.2573,0.4056,-0.9524,0,9.66,-38.08,-25.46,308.97,-72.94,-8.65,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,29022,2018-11-12 17:28:16:560
-2.8062,10.4818,1.2159,0.6034,9.4487,2.555,-3.1982,2.5326,-0.9005,-0.4916,-0.7013,0.5442,0,12.99,-39.87,-25.68,324.02,-76.43,2.39,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,30022,2018-11-12 17:28:17:560
-0.9993,7.5607,0.2213,-0.8805,9.6822,1.2844,0.1492,-1.1161,-0.1341,-1.0007,-0.7858,0.0729,0,21.97,-41.98,-19.31,58.43,-81.98,97.41,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,31022,2018-11-12 17:28:18:560
-0.5412,7.7783,-0.8039,-0.8858,9.7638,0.2318,-0.6278,-1.049,-1.2397,-1.067,-1.0089,0.2275,0,25.99,-42.23,-13.89,93.42,-74.32,131.76,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,32022,2018-11-12 17:28:19:560
1.2211,-2.5802,5.7315,-1.7811,9.6152,-0.7391,3.2623,-7.597,7.4296,-0.6334,-0.4389,1.5636,0,34.97,-36.24,-7.5,74.59,-69.43,131,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,33023,2018-11-12 17:28:20:561
-1.1577,7.3957,-2.8174,-2.8039,9.1897,-1.9642,2.1882,1.7848,2.5026,-0.4674,0.4293,0.2646,0,33.41,-38.23,-2.74,80.45,-65.07,132.68,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,34022,2018-11-12 17:28:21:560
0.3813,3.2413,0.7312,-3.2955,8.8417,-2.671,3.3083,-4.3447,3.0977,0.8606,1.3591,-1.6464,0,33.54,-38.43,-4.64,23.8,-85.08,103.16,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,35022,2018-11-12 17:28:22:560
-0.6501,6.4912,2.1434,-2.6977,9.2445,-1.8528,2.0365,-2.0242,2.5762,0.9243,1.7292,-1.2223,0,25.67,-41.35,-10.76,277.6,-79.7,-0.05,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,36022,2018-11-12 17:28:23:560
-0.2259,13.5497,-2.0724,-1.6667,9.6032,-1.0821,0.6876,3.2032,-0.2392,2.979,0.3259,-1.5878,0,15.7,-39.97,-20.33,283.31,-72.78,-9.4,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,37023,2018-11-12 17:28:24:561
1.4539,13.0304,3.2236,-0.1703,9.8015,0.2696,1.655,5.3774,2.7197,2.7174,0.2599,-1.002,0,11.99,-38.04,-24.78,300.13,-72.75,-11.74,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,38022,2018-11-12 17:28:25:560
-0.2354,8.9117,2.3519,0.0474,9.4801,2.5093,-0.3945,0.6584,0.187,-0.7364,-0.5257,0.6737,0,18.3,-39.63,-21.23,14.88,-82.78,52.69,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,39023,2018-11-12 17:28:26:561
-1.0058,7.0507,1.8503,-0.2733,9.6154,1.9078,-1.0027,-1.2297,-0.0182,-1.105,-0.8907,0.3699,0,22.1,-39.55,-17.87,30.32,-83.37,76.15,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,40023,2018-11-12 17:28:27:561
-1.0554,7.1836,0.0414,-0.6312,9.6713,1.4963,-0.4668,-1.2496,-0.8844,-1.2711,0.5281,0.7009,0,22.47,-38.35,-13.73,54.79,-81.33,101.58,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,41023,2018-11-12 17:28:28:561
1.1003,6.4324,1.8768,-0.685,9.744,0.8696,1.1365,-1.5369,-0.2044,-1.3726,0.0529,0.4972,0,23.52,-38.4,-9.2,72.6,-78.61,125.18,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 24,42022,2018-11-12 17:28:29:560
0.0165,0.0172,-2.1465,-1.7507,9.5524,-1.3625,2.2912,-8.3451,1.7832,-1.4436,-1.3428,1.0356,0,29.61,-36.71,-2.63,80.58,-68.83,136.31,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,13 / 23,43022,2018-11-12 17:28:30:560
5.5822,24.5475,4.1438,-1.7495,9.5684,-1.2473,6.9187,10.025,-0.977,-0.7453,0.2445,-0.1655,0,31.56,-33.16,3.78,61.05,-67.92,135.41,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 23,44022,2018-11-12 17:28:31:560
-0.4995,14.3288,4.5459,-2.2284,9.4221,-1.5585,5.2952,9.4964,2.8609,-0.4168,0.9455,0.4951,0,29.31,-34.07,10.1,44.86,-66.96,132.94,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 23,45023,2018-11-12 17:28:32:561
-1.1036,13.4603,0.0601,-2.7245,9.1706,-2.156,1.4066,5.7765,1.5654,-0.5524,0.3777,-0.3723,0,32.02,-32.72,14.22,40.3,-63.65,134.41,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 23,46023,2018-11-12 17:28:33:561
1.3565,3.6947,1.6306,-3.1418,8.8944,-2.6814,3.1406,-4.4776,2.9648,0.4965,2.4127,-0.7562,0,34.32,-33.58,9.77,348.85,-85.7,96.06,0,0,48.163395,11.558591,594,NaN,1.87,12.864,325.8,0 / 23,47022,2018-11-12 17:28:34:560
-0.3869,3.9064,-1.0324,-3.0965,8.7718,-3.1045,2.378,-4.3948,0.8492,-0.9484,0.6185,0.4676,0,35.23,-33.31,8.39,15.75,-80.23,115.98,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,48022,2018-11-12 17:28:35:560
0.2047,2.9855,0.9186,-3.3415,8.7096,-3.0247,2.9845,-4.5642,2.5277,0.8797,1.5379,-1.4713,0,33.11,-35.05,0.36,45.24,-79.49,126.79,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,49022,2018-11-12 17:28:36:560
0.6094,2.1092,2.3427,-3.4186,8.7904,-2.6854,3.5788,-5.7688,3.876,2.8537,-0.5149,-2.1312,0,27.3,-38.86,-3.44,47.63,-84.53,125.34,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,50022,2018-11-12 17:28:37:560
3.1858,15.5128,2.7804,-0.5528,9.7911,-7.00E-04,2.454,6.0601,0.6823,1.4738,0.536,-1.8762,0,22.13,-41.08,-8.62,244.24,-70.69,-16.77,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,51023,2018-11-12 17:28:38:561
1.2054,12.6649,-0.5134,-1.119,9.7072,-0.8295,2.3222,2.4644,-0.4319,1.4341,-0.5483,-1.9326,0,20.87,-41.28,-11.02,249.77,-73.25,-19.63,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,52022,2018-11-12 17:28:39:560
0.8264,14.4556,0.1712,-0.8407,9.7705,-0.0195,2.1801,6.4857,0.4681,2.6929,-0.5498,-1.2065,0,17.56,-38.04,-21.71,282.38,-70.39,-9.95,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,53022,2018-11-12 17:28:40:560
2.6426,14.3619,1.9958,0.2288,9.7465,1.0603,2.7943,5.5923,1.4758,-0.8155,-0.812,0.6509,0,17.06,-37.87,-24.06,5.26,-83.94,39.83,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,54023,2018-11-12 17:28:41:561
0.3917,10.2054,0.533,0.3901,9.3746,2.8523,-0.361,2.2895,-1.5797,0.3504,-0.6465,-0.0098,0,19.02,-36.45,-24.58,0.76,-83.03,37.88,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,55022,2018-11-12 17:28:42:560
-1.2935,8.4248,0.8644,0.431,9.4271,2.6673,-0.8151,1.5921,-1.5891,-0.5086,-0.7248,0.556,0,18.86,-36.55,-22.87,358.76,-84.42,38.48,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,56022,2018-11-12 17:28:43:560
0.0446,10.079,0.8544,0.6719,9.4799,2.4186,-1.2036,1.5903,-1.3135,-1.1221,-0.6068,0.8062,0,20.3,-37.39,-18.24,353.08,-86.17,41.75,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,57022,2018-11-12 17:28:44:560
-0.6178,11.181,1.3427,0.6923,9.4101,2.6724,-1.3847,2.7554,-1.4331,-1.1216,0.0198,0.268,0,22.88,-37.29,-13.17,89.28,-76.41,130,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,58022,2018-11-12 17:28:45:560
0.5887,7.6165,1.5697,-0.9827,9.6997,1.0585,0.6453,-1.0461,-0.0191,-1.3037,-1.0271,0.2861,0,25.89,-36.1,-10.74,76.95,-76,125.62,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,59022,2018-11-12 17:28:46:560
0.4364,7.4287,0.8268,-0.7557,9.7493,0.7426,0.5806,-1.5893,0.3689,-1.5538,-0.0286,1.3393,0,24.92,-36.48,-11.24,81.72,-76.65,129.72,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,60022,2018-11-12 17:28:47:560
-1.2893,6.6812,0.964,-0.6193,9.7111,1.2168,-0.7203,-1.5437,-0.5079,-1.1682,-1.242,0.1638,0,25.55,-36.3,-16.02,80.28,-77.56,123.6,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,61022,2018-11-12 17:28:48:560
0.1006,6.9897,0.8172,-0.3607,9.7428,1.057,0.4636,-1.5702,-0.6784,-1.1196,0.3803,0.2445,0,28.9,-36.69,-13.96,101.43,-68.25,139.89,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,62023,2018-11-12 17:28:49:561
-0.0979,-6.0102,5.0485,-1.5299,9.6265,-1.0772,3.4173,-8.3379,7.9348,-1.9264,-1.4642,1.639,0,29.95,-35.76,-9.78,92.83,-67.64,136.74,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,63022,2018-11-12 17:28:50:560
4.6353,-0.4833,9.3412,-1.5759,9.6642,-0.5387,3.6886,-7.026,9.7759,-1.2996,-1.8515,1.3338,0,30.99,-35.05,-8.81,86.81,-67.6,133.86,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,64022,2018-11-12 17:28:51:560
2.0984,-3.1276,9.54,-1.4614,9.6695,-0.7323,2.7703,-8.0474,9.7251,-1.3421,-1.9823,0.9079,0,35.15,-33.6,-7.22,81.92,-67.58,137.1,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,65023,2018-11-12 17:28:52:561
2.5151,-4.3366,8.7353,-1.41,9.6983,-0.3541,3.4072,-7.2016,9.8272,-0.4008,-1.1811,1.1921,0,38.54,-31.32,-10.33,78.61,-63.7,131.16,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,66023,2018-11-12 17:28:53:561
-3.0545,4.2692,-7.9964,-2.7369,9.0793,-2.4993,-1.0898,-1.1681,-1.7605,-1.0718,-1.4565,0.1499,0,33.71,-34.95,-16.42,99.54,-61.13,135.38,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,67022,2018-11-12 17:28:54:560
2.4212,21.6221,2.8896,-2.0506,9.3934,-1.9314,6.0191,9.8022,0.4194,-1.0687,0.3524,0.3636,0,25.45,-39.9,-13.57,115.1,-62.39,138.42,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,68022,2018-11-12 17:28:55:560
2.1791,25.0175,8.2805,-2.1592,9.5192,-0.9454,5.5917,13.0058,0.5384,-1.0352,-1.3258,1.6244,0,26.55,-39.96,-9.21,104.01,-64.86,137.49,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,69022,2018-11-12 17:28:56:560
6.6136,22.4117,-0.7243,-1.6006,9.5125,-1.7666,5.7113,4.1416,-1.159,-0.8298,0.3578,0.3727,0,24.01,-41.18,-8.95,87,-72.18,125.41,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,70022,2018-11-12 17:28:57:560
-2.8203,13.1301,-4.778,-2.6519,9.0587,-2.6602,-0.1767,2.8834,-2.8961,-0.7912,-0.0703,-0.4087,0,27.82,-39.76,-5.34,82.45,-69.51,130.47,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,71023,2018-11-12 17:28:58:561
-3.1542,13.9959,-8.6193,-2.8112,9.0613,-2.4819,-0.4725,3.5941,-5.8131,-1.2458,0.5699,0.526,0,26.75,-39.32,-4.97,79.96,-68.72,125.83,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,72022,2018-11-12 17:28:59:560
-3.2109,12.2057,-9.7109,-2.4608,9.106,-2.6824,-0.7868,1.9431,-6.3882,-0.7184,1.2494,0.237,0,24.24,-40.82,-4.97,95.28,-66.81,128.51,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,73022,2018-11-12 17:29:00:560
-3.634,10.8596,-8.3337,-2.262,9.1756,-2.6195,-2.2017,0.5388,-4.8053,1.0248,1.761,-1.3628,0,21.13,-42.19,-7.19,269.57,-86.62,-12.43,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,74022,2018-11-12 17:29:01:560
0.3387,3.3284,1.3546,-2.8369,8.9411,-2.86,3.0044,-4.7986,3.8308,-0.5533,0.9452,0.2461,0,23.4,-41.61,-6.7,49.74,-88.13,120.3,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,75023,2018-11-12 17:29:02:561
1.1236,3.104,1.9431,-3.0409,8.8027,-3.0717,3.7003,-4.8674,4.2464,0.6196,2.4598,-1.5446,0,26.11,-40.26,-6.04,72.25,-84.54,141.34,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,76022,2018-11-12 17:29:03:560
1.1103,3.0026,0.9227,-3.1992,8.8717,-2.6884,3.8526,-5.0007,3.4808,0.9606,0.9326,-1.975,0,23.45,-41.71,-8.75,60.79,-86.23,123.75,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,77023,2018-11-12 17:29:04:561
0.825,4.6473,0.7479,-3.0368,8.9214,-2.7123,3.357,-3.9689,3.4874,3.0063,0.0099,-1.7143,0,20.16,-43.93,-9.27,245.3,-72.98,-16.32,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,78023,2018-11-12 17:29:05:561
2.9416,15.0415,1.5452,-0.6999,9.7814,-0.0709,3.1235,6.2519,0.8513,1.4805,-0.1339,-1.8457,0,19.28,-43.32,-12.64,258.35,-72.52,-11.48,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,79022,2018-11-12 17:29:06:560
3.7007,14.1409,2.259,-0.7186,9.7803,-0.0013,3.9333,5.4605,0.9659,3.1091,0.1281,-1.4935,0,16.19,-40.62,-19.83,283.78,-72.25,-7.14,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,80023,2018-11-12 17:29:07:561
3.1332,12.886,4.2028,-0.3814,9.7902,-0.4208,2.85,4.1171,2.3325,0.1468,-0.2028,0.1896,0,14.28,-40.61,-21.23,285.69,-74.92,-15.24,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,81023,2018-11-12 17:29:08:561
-1.7073,11.2619,1.8379,0.7192,9.6775,1.4137,-1.7699,2.7626,0.7098,-0.4834,-0.3016,0.6206,0,17.5,-42.45,-15.3,346.51,-87.64,37.7,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,82022,2018-11-12 17:29:09:560
-0.8977,8.3518,-0.6099,0.7611,9.5658,2.0216,-1.3178,-0.0012,-2.3031,-1.1835,0.1969,0.675,0,17.96,-45.38,-1.53,257.83,-89.72,-17.84,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,83023,2018-11-12 17:29:10:561
-1.7821,8.5278,-0.2831,0.5988,9.4626,2.5041,-1.6666,1.0881,-1.7186,-1.2682,-0.9493,0.6006,0,16.11,-45.55,4.62,290.74,-87.25,45.18,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,84023,2018-11-12 17:29:11:561
0.7737,9.1638,0.1743,0.4027,9.4195,2.6984,-0.377,1.3902,-1.1937,-0.9322,-0.3957,0.6341,0,15.14,-45.74,7.03,265.98,-84.52,36.39,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,85022,2018-11-12 17:29:12:560
-0.5067,10.9332,1.4018,0.6383,9.4043,2.7058,-1.1085,2.2215,-1.4099,-1.1335,-0.8479,0.7883,0,13.21,-45.69,10.49,29.5,-76.05,136.75,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,86022,2018-11-12 17:29:13:560
0.5162,6.0261,2.4139,-0.5864,9.6912,1.3809,0.3617,-1.9732,0.0424,-1.3905,-1.5804,0.3164,0,13.52,-45.55,13.26,345.9,-76.86,126.81,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,87022,2018-11-12 17:29:14:560
1.2842,6.2198,2.6732,-0.2272,9.7279,1.2197,0.6642,-1.2269,-0.9563,-0.9859,0.4074,0.047,0,13.4,-44.59,16.33,349.11,-81.28,133.73,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,88022,2018-11-12 17:29:15:560
-0.7026,7.2065,0.6451,-0.4294,9.5706,2.0954,-0.822,-1.2981,-0.9109,-1.0708,-1.7181,0.6241,0,13.86,-44.74,14.94,280.49,-83.4,71.98,0,0,48.163593,11.557651,580,NaN,2.63,18.224,197.2,0 / 23,89022,2018-11-12 17:29:16:560
