ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-6.4022,-0.6002,-7.0012,-6.6698,-0.7437,-7.1506,0.081,-0.0689,-0.0375,0.0028,-0.02,0.0028,0,19.74,-16,18.67,174.73,4.35,136.99,0,49.64,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2063599,2018-11-12 18:02:11:137
-6.2803,-0.6483,-7.111,-6.6344,-0.7538,-7.1824,0.2128,-0.0771,-0.0102,0.0089,-0.028,0.0092,0,19.55,-14.89,18.65,173.98,4.41,137.27,0,46.422,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2064600,2018-11-12 18:02:12:138
-6.233,-0.7991,-7.8267,-6.4581,-0.774,-7.3392,0.423,-0.0189,-0.239,0.0233,3.00E-04,0.018,0,21.03,-15.48,22.03,175.93,4.49,138.66,0,54.521,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2065599,2018-11-12 18:02:13:137
-6.3079,-0.6688,-8.4179,-6.3636,-0.7916,-7.4195,0.4955,-0.0469,-0.3034,0.0236,0.0329,0.0217,0,18.7,-13.69,24.3,184.74,4.63,139.09,0,58.604,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2066600,2018-11-12 18:02:14:138
-5.8934,-0.8708,-7.7365,-6.1715,-0.8365,-7.5752,0.2593,-0.0208,-0.1845,0.0226,0.0014,0.0244,0,17.63,-13.39,24.61,186.72,4.89,140.83,0,50.19,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2067600,2018-11-12 18:02:15:138
-5.9065,-0.7509,-7.4148,-5.9712,-0.8214,-7.7357,-0.0723,0.0663,0.0028,0.0255,-0.0071,0.0227,0,16.62,-12.97,25.47,186.57,4.79,142.4,0,52.06,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2068599,2018-11-12 18:02:16:137
-6.455,-0.7693,-7.2295,-6.1979,-0.7767,-7.56,-0.2583,0.0397,0.257,0.015,-0.0154,0.0105,0,16.19,-12.49,25.7,195.98,4.54,140.65,0,52.086,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2069600,2018-11-12 18:02:17:138
-6.356,-0.7052,-7.0673,-6.4766,-0.7416,-7.3263,0.114,0.0409,0.1873,-0.0033,0.0113,0.002,0,15.59,-12.31,24.54,197.86,4.34,138.52,0,54.978,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2070600,2018-11-12 18:02:18:138
-6.2869,-0.5615,-7.1761,-6.5652,-0.7181,-7.2494,-0.2268,0.082,-0.2406,0.003,-0.0172,-0.0027,0,17.5,-13.39,25.53,197.98,4.15,137.69,0,47.694,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2071600,2018-11-12 18:02:19:138
-6.7556,-0.7924,-7.2234,-6.6771,-0.7254,-7.1456,-0.0516,-0.0275,0.0229,0.0013,0.0081,-0.0101,0,12.57,-11.83,21.58,201.67,4.19,137.04,0,54.285,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2072600,2018-11-12 18:02:20:138
-6.5252,-0.6143,-6.6786,-6.7768,-0.684,-7.0553,0.0317,0.0619,0.1482,-0.0102,-0.0119,-0.0031,0,15.63,-12.5,21.33,192.3,4,136.15,0,56.911,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2073600,2018-11-12 18:02:21:138
-6.8598,-0.6002,-7.0306,-6.7294,-0.6701,-7.1019,-0.0513,-0.0219,-0.0217,0.0024,0.0065,-3.00E-04,0,17.18,-12.45,20.9,188.66,3.92,136.54,0,51.699,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2074600,2018-11-12 18:02:22:138
-6.6057,-0.5962,-7.3021,-6.6284,-0.6386,-7.1991,0.0153,0.0197,-0.075,0.0013,0.0062,-0.002,0,17.26,-12.51,22.45,189.46,3.74,137.22,0,53.439,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2075600,2018-11-12 18:02:23:138
-6.4754,-0.4955,-7.2501,-6.5359,-0.5808,-7.288,0.0196,0.1143,-0.0197,0.0042,0.0168,-0.0039,0,18.36,-12.5,22.74,187.58,3.4,138.11,0,53.281,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2076600,2018-11-12 18:02:24:138
-6.4003,-0.5931,-7.4529,-6.5302,-0.5379,-7.2964,0.0581,0.101,-0.1928,0.0056,0.0131,-2.00E-04,0,15.88,-11.8,23.75,196.77,3.14,138.17,0,54.737,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2077600,2018-11-12 18:02:25:138
-6.3044,-0.3682,-7.2137,-6.479,-0.5346,-7.3421,0.0645,0.0561,-0.0136,-0.0032,0.0211,-0.0093,0,15.02,-12.27,21.71,194.19,3.16,138.38,0,49.639,48.133698,11.530914,591,NaN,,138.28801,,0 / 22,2078601,2018-11-12 18:02:26:139
-6.2321,-0.1636,-7.4999,-6.5311,-0.4963,-7.2986,0.0553,0.2024,0.2624,-0.0044,0.0202,-0.0023,0,18.67,-13.25,24.24,186.27,3.02,138.63,0,55.909,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2079600,2018-11-12 18:02:27:138
-6.1909,-0.2272,-6.855,-6.5377,-0.4914,-7.2929,-0.1149,0.1032,-0.1682,0.0035,-0.0452,0.0031,0,18.3,-12.39,24.11,190.99,2.87,138.13,0,53.954,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2080600,2018-11-12 18:02:28:138
-6.6593,-0.3391,-6.9178,-6.6075,-0.4483,-7.2326,0.1498,0.056,0.332,-0.0029,-0.0057,0.0012,0,15.07,-11.98,19.83,190.43,2.62,137.59,0,45.506,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2081600,2018-11-12 18:02:29:138
-6.4967,-0.3968,-7.1366,-6.5789,-0.4302,-7.2597,0.2061,0.0863,-0.0803,-0.0011,0.0284,-0.0052,0,16.48,-12.03,20.99,190.18,2.51,137.57,0,52.109,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2082599,2018-11-12 18:02:30:137
-6.4627,-0.4522,-7.0967,-6.5764,-0.3944,-7.264,0.1249,0.034,-0.0184,-8.00E-04,-0.005,0.0031,0,17.36,-12.25,20.49,183.6,2.3,137.84,0,55.257,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2083600,2018-11-12 18:02:31:138
-6.4449,-0.3943,-7.0759,-6.6355,-0.3828,-7.2107,-0.0718,0.0103,0.042,-3.00E-04,0.02,-0.0051,0,16.05,-12.03,19.55,187.76,2.24,137.38,0,47.698,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2084601,2018-11-12 18:02:32:139
-6.4194,-0.267,-7.1024,-6.6148,-0.3882,-7.2294,-0.1827,-0.0176,-0.0042,0.0047,-0.0282,0.0085,0,16.98,-12.43,20.65,187.13,2.27,137.54,0,47.281,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2085599,2018-11-12 18:02:33:137
-6.2331,-0.4156,-7.1907,-6.5767,-0.3929,-7.2638,-0.1335,-0.034,0.0193,-0.0031,0.0366,-0.0108,0,16.15,-12.23,19.19,183.61,2.29,138.01,0,52.821,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2086600,2018-11-12 18:02:34:138
-6.5352,-0.4686,-7.1429,-6.6112,-0.4373,-7.2299,-0.0904,-0.0075,0.0783,-0.0024,0.0139,-0.0018,0,16.97,-12.66,20.03,183.84,2.56,137.56,0,58.759,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2087600,2018-11-12 18:02:35:138
-6.4455,-0.3907,-7.0963,-6.5691,-0.4773,-7.2656,0.0336,-0.032,-0.0132,2.00E-04,-9.00E-04,-0.001,0,16.7,-12.31,19.51,183.47,2.79,137.88,0,49.697,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2088599,2018-11-12 18:02:36:137
-6.3823,-0.4908,-7.1216,-6.5498,-0.4895,-7.2822,0.0204,0.0032,-0.086,-0.0023,0.005,-7.00E-04,0,18.08,-12.63,20.9,183.1,2.85,137.79,0,51.538,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2089600,2018-11-12 18:02:37:138
-6.4288,-0.4385,-7.0455,-6.6111,-0.4696,-7.2279,-0.2987,-0.0415,0.1524,-0.0015,-0.0028,-0.002,0,16.4,-12.48,19,183.49,2.83,138.04,0,54.88,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2090600,2018-11-12 18:02:38:138
-6.5233,-0.4481,-7.0811,-6.5829,-0.4849,-7.2526,0.0622,-0.0256,0.0075,0.0016,0.017,-0.0042,0,15.6,-12.05,20.4,186.86,2.83,137.77,0,52.986,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2091599,2018-11-12 18:02:39:137
-6.4262,-0.4741,-7.1149,-6.6209,-0.4716,-7.2188,-0.1072,-0.0241,0.0812,0.0041,-0.0042,0.0014,0,14.7,-12.35,18.65,186.78,2.83,138,0,50.285,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2092600,2018-11-12 18:02:40:138
-6.5974,-0.5516,-7.441,-6.5619,-0.4837,-7.2717,-0.0813,0.0204,-0.2021,-0.0037,0.0202,-0.007,0,13.98,-12.25,19.53,192.84,2.83,137.94,0,53.352,48.133698,11.530914,591,NaN,,138.28801,,0 / 23,2093600,2018-11-12 18:02:41:138
-6.2888,-0.474,-7.1617,-6.5674,-0.4839,-7.2668,-0.0275,-0.0263,-0.0217,-0.0041,0.0348,-0.0108,0,14.23,-12.08,19.76,192.92,2.83,137.89,0,54.118,48.133698,11.530914,591,NaN,,138.28801,,0 / 22,2094600,2018-11-12 18:02:42:138
-6.3938,-0.4533,-7.0097,-6.6332,-0.4744,-7.2073,0.0377,0.0084,0.1946,0.0058,-0.0208,0.0052,0,18.66,-12.39,19.15,174.41,2.78,137.78,0,48.703,48.133698,11.530914,591,NaN,,138.28801,,0 / 22,2095600,2018-11-12 18:02:43:138
-6.3579,-0.4907,-7.034,-6.5661,-0.5157,-7.2658,0.0045,-0.004,0.0354,7.00E-04,7.00E-04,-0.0057,0,16.69,-12.31,19.84,183.36,2.95,137.93,0,47.932,48.133698,11.530914,591,NaN,,138.28801,,0 / 22,2096600,2018-11-12 18:02:44:138
-6.4282,-0.5018,-7.3056,-6.5508,-0.5129,-7.2797,-0.2008,0.0023,-0.1724,4.00E-04,0.0659,-0.0063,0,16.24,-12.41,20.33,186.36,3,138.02,0,53.245,48.133698,11.530914,591,NaN,,138.28801,,0 / 22,2097600,2018-11-12 18:02:45:138
-6.4968,-0.3609,-6.9677,-6.5295,-0.5166,-7.2985,-0.1559,0.0532,0.1034,-0.0066,0.0072,-0.0107,0,15.16,-12.62,19.39,185.96,3.02,138.18,0,51.483,48.133698,11.530914,591,NaN,,138.28801,,0 / 22,2098600,2018-11-12 18:02:46:138
-6.8065,-0.3441,-6.6411,-6.8813,-0.4592,-6.9719,-0.1671,0.1094,0.1852,-0.0213,0.0157,-0.0276,0,15.6,-12.77,21.22,192.7,2.71,135.72,0,50.708,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2099600,2018-11-12 18:02:47:138
-7.2928,-0.3885,-6.6283,-7.0356,-0.448,-6.8169,-0.5357,0.0886,0.1461,-0.0089,-0.0342,-0.0094,0,14,-13.48,18.24,192.8,2.62,134.1,0,56.598,48.121525,11.594106,582,NaN,,254.06401,,22-Mar,2100600,2018-11-12 18:02:48:138
-7.1821,-0.3009,-6.6425,-7.0628,-0.4679,-6.7874,-0.2055,0.1872,0.0855,-0.032,0.032,-0.0418,0,16.05,-13.94,20.86,194.91,2.73,133.86,0,51.662,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2101600,2018-11-12 18:02:49:138
-7.5498,-0.2589,-6.1276,-7.1885,-0.4378,-6.6562,-0.3939,0.282,0.4372,-0.0312,-0.0858,-0.0212,0,14.11,-14.05,19.24,196.43,2.56,132.8,0,53.016,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2102600,2018-11-12 18:02:50:138
-7.4639,-0.2241,-6.0538,-7.2297,-0.4038,-6.6135,-0.2488,0.087,-0.2281,-0.0196,0.0934,-0.0441,0,15.28,-15.08,19.09,194.34,2.27,132.02,0,45.144,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2103600,2018-11-12 18:02:51:138
-7.0898,-0.1862,-6.1621,-7.2498,-0.3978,-6.5919,0.1589,0.1489,0.1602,-0.0273,-0.0473,-0.0236,0,13.39,-15.47,19.94,200.81,2.33,132.28,0,56.448,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2104600,2018-11-12 18:02:52:138
-7.4135,-0.0373,-6.3465,-7.2652,-0.3655,-6.5768,-0.0398,0.1917,-0.1151,-0.0304,0.0676,-0.0524,0,15.23,-16.27,20.28,195.73,2.14,132.15,0,53.206,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2105600,2018-11-12 18:02:53:138
-7.4197,-0.2186,-6.2458,-7.3393,-0.3252,-6.4961,-0.1437,0.1011,0.0136,-0.0301,-0.0206,-0.0285,0,15.28,-18.15,19.51,194.75,1.93,131.7,0,48.124,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2106600,2018-11-12 18:02:54:138
-7.6622,-0.3815,-6.6009,-7.3138,-0.3498,-6.5235,-0.2111,0.128,-0.214,-0.0176,-0.0205,-0.0152,0,12.31,-17.48,16.42,192.6,2.04,131.73,0,54.392,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2107600,2018-11-12 18:02:55:138
-7.0931,-0.1487,-6.42,-7.3916,-0.3237,-6.4366,-0.0101,0.0616,-0.0068,-0.0263,0.0411,-0.0372,0,22.22,-18.36,11.64,163.98,1.89,131.05,0,53.954,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2108599,2018-11-12 18:02:56:137
-6.9235,-0.2365,-6.744,-7.3554,-0.3385,-6.4771,-0.0467,0.0017,-0.5686,-0.0111,0.0157,-0.0281,0,16.98,-18.92,9.51,169.26,1.98,131.37,0,56.149,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2109600,2018-11-12 18:02:57:138
-6.8363,0.1165,-6.7669,-7.3483,-0.2414,-6.4896,0.4912,0.5661,-0.1104,-0.0081,-0.0144,-0.0074,0,17.75,-21.05,8.65,166.3,1.65,131.69,0,54.8,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2110600,2018-11-12 18:02:58:138
-6.5191,0.4482,-7.5845,-7.1114,-0.1039,-6.7519,0.3787,0.4629,-0.9392,-0.0138,-0.0809,0.009,0,14.93,-18.06,14.52,181.73,0.61,133.51,0,58.218,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2111600,2018-11-12 18:02:59:138
-6.688,0.3779,-7.4242,-6.989,0.0572,-6.879,1.0964,0.4581,-0.1887,0.0024,0.0605,-0.0075,0,15.78,-18.43,18.13,185.14,-0.33,134.55,0,54.368,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2112600,2018-11-12 18:03:00:138
-6.4532,0.5614,-7.1512,-6.9472,0.1656,-6.9195,0.0272,0.5456,-0.2675,0.0015,-0.0193,-0.003,0,15.21,-17.45,16.77,184.59,-0.84,135.19,0,57.073,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2113600,2018-11-12 18:03:01:138
-6.5681,0.5082,-7.1859,-6.9646,0.2656,-6.8988,0.3081,0.3873,0.2307,0.0148,0.0914,-0.003,0,17.32,-19.15,18.02,182.58,-1.55,134.73,0,54.362,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2114600,2018-11-12 18:03:02:138
-5.8963,0.5475,-6.4962,-6.7974,0.3712,-7.0589,0.8964,0.3921,0.2969,0.0032,-0.0022,0.0169,0,18.24,-18.59,17.85,178.47,-2.17,136.08,0,59.807,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2115600,2018-11-12 18:03:03:138
-6.5699,0.6619,-6.7545,-6.6594,0.4683,-7.1835,0.4867,0.163,-0.2875,-0.0125,0.1289,-0.0238,0,17.23,-18.54,19.26,183.41,-2.78,135.8,0,52.893,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2116600,2018-11-12 18:03:04:138
-7.2948,0.5794,-7.9341,-6.6721,0.5035,-7.1693,-0.2552,0.1872,-0.206,0.0127,-0.0042,0.0078,0,17.75,-18.48,22.84,188.6,-2.94,137.06,0,60.713,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2117600,2018-11-12 18:03:05:138
-6.1978,0.6472,-6.9547,-6.657,0.5099,-7.1829,0.2262,0.1769,-0.0768,-0.0128,0.0263,-0.009,0,12.06,-19.5,19.89,194.31,-2.98,137.18,0,49.18,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2118599,2018-11-12 18:03:06:137
-6.9635,0.6284,-6.0292,-6.781,0.5463,-7.0633,-0.1994,-0.0375,0.0372,0.013,-0.1585,0.0256,0,17.45,-18.94,18.31,180.5,-3.36,136.28,0,54.019,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2119599,2018-11-12 18:03:07:137
-6.6656,0.7575,-6.6533,-6.8475,0.5651,-6.9974,-0.1606,0.0852,0.3358,-0.0105,-0.0385,0.0027,0,22.1,-19.33,18.19,168.98,-3.14,136.15,0,50.512,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2120600,2018-11-12 18:03:08:138
-6.7974,0.7431,-6.8329,-6.8877,0.5943,-6.9553,-0.0689,0.0993,-0.0325,-0.0172,0.0244,-0.0194,0,16.46,-19.54,16.88,181.83,-3.47,135.28,0,52.866,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2121600,2018-11-12 18:03:09:138
-6.6219,0.5457,-6.7167,-6.9081,0.5586,-6.938,-0.139,0.0231,-0.1384,-0.0061,0.0382,-0.0228,0,14.98,-19.54,15.04,179.86,-3.27,135.12,0,54.971,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2122600,2018-11-12 18:03:10:138
-6.8445,0.2961,-6.4669,-7.0182,0.4052,-6.8375,0.089,-0.1396,0.2828,-0.006,-8.00E-04,-0.0048,0,19.09,-19.47,17.74,178.45,-2.39,134.51,0,50.075,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2123599,2018-11-12 18:03:11:137
-6.8519,0.3208,-6.7108,-6.9686,0.3611,-6.8904,-0.08,-0.0346,0.0021,-0.0114,-0.0066,6.00E-04,0,21.07,-19.03,16.08,169.35,-2.11,134.68,0,44.576,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2124600,2018-11-12 18:03:12:138
-6.8223,0.4159,-6.7457,-6.9875,0.4066,-6.8688,-0.1003,0.1005,-0.0375,-0.0114,-0.0243,-0.0067,0,16.98,-19.54,15.63,178.47,-2.38,134.51,0,49.961,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2125600,2018-11-12 18:03:13:138
-6.7581,-0.207,-6.7496,-6.9623,-0.1512,-6.9046,0.0012,7.00E-04,0.0199,-0.0065,-0.0033,-0.0133,0,21.94,-18.48,16.05,167.44,0.93,134.71,0,48.845,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2126600,2018-11-12 18:03:14:138
-6.6233,-0.1843,-6.9171,-6.8644,-0.1479,-7.002,-0.0697,0.0355,-0.0259,-0.0043,-0.0175,0.0024,0,21.62,-19.71,16.08,167.44,0.93,135.66,0,47.553,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2127599,2018-11-12 18:03:15:137
-6.7108,-0.1691,-6.9191,-6.8094,-0.1315,-7.0559,-0.044,-0.0133,-0.0105,-0.0092,0.0047,-0.0079,0,20.72,-18,17.97,171.91,0.77,136.02,0,50.944,48.121525,11.594106,582,NaN,,254.06401,,0 / 21,2128600,2018-11-12 18:03:16:138
-6.5534,-0.336,-7.1013,-6.7254,-0.2542,-7.1327,0.0513,-0.002,-0.0087,0.004,0.0101,-0.0026,0,21.78,-17.79,19.92,173.05,1.49,136.68,0,47.65,48.121525,11.594106,582,NaN,,254.06401,,0 / 21,2129600,2018-11-12 18:03:17:138
-6.9029,-0.3416,-6.7964,-6.6677,-0.3295,-7.1835,0.1724,-0.0948,-0.0078,0.007,0.0525,0,0,20.2,-17.44,18.51,174.73,1.87,136.96,0,52.585,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2130600,2018-11-12 18:03:18:138
-6.5485,-0.4176,-7.0409,-6.6855,-0.4112,-7.1628,0.053,-0.0593,0.1012,-0.0035,0.0431,-0.0079,0,21.39,-17.67,19.56,174.92,2.4,136.97,0,45.64,48.121525,11.594106,582,NaN,,254.06401,,0 / 20,2131600,2018-11-12 18:03:19:138
-6.5083,-0.5027,-7.0753,-6.6315,-0.4484,-7.2105,-0.0045,-0.0184,-0.0128,0.0089,-0.0396,0.035,0,18.63,-17.94,18.64,176.65,2.62,137.4,0,44.644,48.121525,11.594106,582,NaN,,254.06401,,0 / 21,2132600,2018-11-12 18:03:20:138
-6.4477,-0.0662,-6.9804,-6.6489,-0.1555,-7.2068,0.0271,0.0424,-0.0285,-0.0109,-0.0231,0.0166,0,17.78,-20.23,19.09,178.65,1.04,137.61,0,49.802,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2133600,2018-11-12 18:03:21:138
-6.8251,-0.1369,-6.9352,-6.6686,-0.2074,-7.1873,0.1062,-0.0919,0.0534,0.0105,0.0696,-0.0379,0,17.06,-18.46,16.52,177.77,0.87,136.7,0,46.401,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2134600,2018-11-12 18:03:22:138
-6.9795,-0.0328,-6.7666,-6.8427,-0.1815,-7.0224,-0.1569,-0.0795,0.1141,-0.003,-0.0548,0.0185,0,15.83,-17.6,15.77,179.09,1.06,135.74,0,51.266,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2135599,2018-11-12 18:03:23:137
-6.4539,-0.2723,-6.9917,-6.7214,-0.2362,-7.137,-0.0923,-0.0227,0.1242,0.0095,0.013,0.0085,0,15.95,-16.91,17.59,182.26,1.38,136.72,0,50.149,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2136600,2018-11-12 18:03:24:138
-6.5269,-0.2336,-7.0165,-6.7015,-0.108,-7.1588,-0.0105,0.0692,-0.1994,-0.0041,-0.001,-0.0152,0,15.59,-18.47,15.07,175.46,0.57,136.94,0,38.707,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2137600,2018-11-12 18:03:25:138
-6.81,-0.3558,-7.0037,-6.7616,-0.2626,-7.0981,-0.2392,-0.2644,0.2375,0.0257,-0.0759,0.0253,0,16.24,-18.61,16.46,177.91,1.4,136.81,0,44.895,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2138600,2018-11-12 18:03:26:138
-6.4861,-0.5393,-6.9949,-6.6513,-0.3994,-7.1952,0.0624,-0.0957,-0.0149,0.0045,0.0152,-0.0103,0,15.72,-18.66,15.77,177.45,2.33,137.25,0,48.501,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2139599,2018-11-12 18:03:27:137
-6.7769,-0.4536,-6.9891,-6.7073,-0.5095,-7.1361,-6.00E-04,0.0041,0.0051,-0.0021,0.0224,-0.0076,0,16.18,-17.87,15.97,178.03,3,136.67,0,47.044,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2140600,2018-11-12 18:03:28:138
-6.5248,-0.4956,-6.9739,-6.6872,-0.5083,-7.155,0.0455,0.0173,-0.0019,-0.0022,0.0038,-0.0026,0,16.59,-17.65,16.18,175.54,2.97,136.94,0,42.253,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2141599,2018-11-12 18:03:29:137
-6.6094,-0.5063,-7.0385,-6.705,-0.5145,-7.1378,-0.0479,0.0116,-0.0442,0.0033,0.0052,-0.0034,0,17.25,-17.71,18.37,179.8,3.01,136.79,0,42.223,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2142599,2018-11-12 18:03:30:137
-6.6308,-0.5502,-6.9705,-6.6932,-0.5287,-7.1479,0.0397,0.0059,-0.0548,-4.00E-04,0.035,-0.0091,0,15.33,-17.57,16.71,182.34,3.03,136.59,0,42.175,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2143599,2018-11-12 18:03:31:137
-6.5533,-0.5099,-6.9957,-6.7008,-0.5114,-7.142,-0.01,0.0066,0.0251,0.0019,-0.0082,6.00E-04,0,13.75,-17.77,14.68,180.08,2.97,136.9,0,43.835,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2144599,2018-11-12 18:03:32:137
-6.5144,-0.3517,-7.0141,-6.6968,-0.4871,-7.1474,0.0577,0.0896,0.0095,3.00E-04,0.0071,-9.00E-04,0,13.35,-19.93,15.14,182.1,2.85,136.86,0,43.542,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2145600,2018-11-12 18:03:33:138
-6.5514,-0.1234,-7.032,-6.6908,-0.2349,-7.1657,0.0112,0.0885,-0.0216,0.0014,0.0015,-0.0014,0,15.06,-20.43,17.9,183.68,1.37,136.96,0,42.015,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2146600,2018-11-12 18:03:34:138
-6.5031,-0.1261,-7.0645,-6.6646,-0.1498,-7.1924,-0.0024,0.0064,0.0277,-0.0016,-0.0028,1.00E-04,0,16.37,-19.73,19.68,185.17,0.92,137.21,0,35.481,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2147600,2018-11-12 18:03:35:138
-6.5757,-0.1443,-7.0958,-6.6742,-0.1372,-7.1838,0.0188,0.0072,-9.00E-04,-0.0014,0.0023,-0.0015,0,17.88,-18.9,19.8,181.26,0.8,137.11,0,28.745,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2148599,2018-11-12 18:03:36:137
-6.532,-0.1268,-7.0528,-6.6657,-0.1368,-7.1917,-0.0023,5.00E-04,0.0098,8.00E-04,0.0026,-0.0017,0,16.43,-19.01,18.66,183.49,0.8,137.17,0,39.047,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2149600,2018-11-12 18:03:37:138
-6.4812,0.0257,-7.0616,-6.6558,-0.0578,-7.2019,-0.0145,0.0873,-3.00E-04,-0.0016,-0.0049,0.0013,0,15.17,-19.07,18.46,183.5,0.52,137.32,0,45.361,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2150600,2018-11-12 18:03:38:138
-6.5568,-0.2148,-7.072,-6.6647,-0.1875,-7.1915,0.0011,-0.0342,-0.002,0.0011,0.0027,-0.0013,0,13.05,-19.11,18.89,189.91,1.03,137.15,0,43.751,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2151600,2018-11-12 18:03:39:138
-6.4356,-1.159,-7.0402,-6.6518,-0.5453,-7.1852,0.0713,-0.6281,0.015,0.002,-0.0363,0.0119,0,12.77,-19.32,19.17,189.45,3.19,137.21,0,45.56,48.121525,11.594106,582,NaN,,254.06401,,0 / 22,2152600,2018-11-12 18:03:40:138
