ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-7.0451,-0.8686,-6.4156,-7.2668,-0.8684,-6.5276,0.0488,0.0201,-0.0227,-0.0023,0.0069,0.0025,1,36.55,-53.54,-46.31,132.23,5.1,131.91,0,43.212,48.040695,11.953361,,NaN,,1962,,0 / 23,1176008,2018-11-19 08:40:27:029
-7.0799,-0.896,-6.3331,-7.2742,-0.8688,-6.5193,-0.0165,-0.0614,0.0125,-4.00E-04,0.0038,-9.00E-04,1,31.67,-54.81,-48.13,133.44,5.04,131.9,0,48.308,48.040695,11.953361,,NaN,,1962,,0 / 23,1178007,2018-11-19 08:40:29:028
-7.3169,-0.847,-6.2766,-7.4334,-0.9266,-6.329,-0.0823,-0.0233,-0.0875,0.0037,-0.0038,0.0024,1,28.82,-53.86,-42.74,135.91,5.43,130.53,0,49.628,48.040695,11.953361,,NaN,,1962,,0 / 23,1180007,2018-11-19 08:40:31:028
-7.2196,-0.955,-6.4904,-7.2894,-0.9358,-6.4931,0.1294,-0.0062,-0.0412,7.00E-04,0.0089,-0.0043,1,31.2,-54,-46.41,133.98,5.48,131.69,0,44.71,48.040695,11.953361,,NaN,,1962,,0 / 23,1182008,2018-11-19 08:40:33:029
-6.8765,-0.8141,-6.366,-7.2563,-0.9078,-6.534,-0.0384,0.0512,-0.0347,0.0024,0.0037,0,1,33.67,-54.65,-46.15,133.61,5.38,132.03,0,55.988,48.040695,11.953361,,NaN,,1962,,0 / 23,1184007,2018-11-19 08:40:35:028
-6.8857,-0.7555,-6.6516,-7.0823,-0.8091,-6.7347,0.0043,0.022,0.0439,-0.0028,0.0047,-0.0045,1,32.7,-53.88,-47.78,132.69,4.73,133.56,0,54.536,48.040695,11.953361,,NaN,,1962,,0 / 23,1186007,2018-11-19 08:40:37:028
-7.2073,-0.8816,-6.5129,-7.2346,-0.8821,-6.5615,0.0437,0.0533,0.1301,0.0037,-0.011,0.0011,1,31.94,-53.95,-46.66,133.31,5.15,132.37,0,45.559,48.040695,11.953361,,NaN,,1962,,0 / 22,1188008,2018-11-19 08:40:39:029
-7.3096,-0.8261,-6.606,-7.2247,-0.8963,-6.5704,-0.0392,-0.0677,-0.0401,5.00E-04,5.00E-04,0,1,34.12,-53.32,-47.84,131.76,5.24,132.28,0,47.61,48.040695,11.953361,,NaN,,1962,,0 / 23,1190008,2018-11-19 08:40:41:029
-6.9681,-0.842,-6.4803,-7.2278,-0.902,-6.5662,0.1823,0.0859,0.0775,-0.002,-0.002,0.0079,1,38.39,-51.83,-46.22,130.84,5.25,132.36,0,54.854,48.040695,11.953361,,NaN,,1962,,0 / 24,1192007,2018-11-19 08:40:43:028
-7.2252,-0.8443,-6.3751,-7.2522,-0.8828,-6.5419,-0.0298,0.0103,-0.0224,0.0012,0.0074,-0.0035,1,33.46,-54.01,-47.8,132.6,5.17,132.1,0,59.174,48.040695,11.953361,,NaN,,1962,,0 / 24,1194008,2018-11-19 08:40:45:029
-6.8955,-0.8242,-6.4239,-7.2604,-0.8504,-6.5371,-0.0877,-0.0319,-0.0354,-0.0012,0.006,0.0011,1,32.64,-54.39,-46.15,133.42,4.99,131.91,0,62.205,48.040695,11.953361,,NaN,,1962,,0 / 24,1196007,2018-11-19 08:40:47:028
-7.2524,-0.8536,-6.3938,-7.2407,-0.8379,-6.5605,-0.154,0.0165,-0.097,-0.0014,-0.0013,-0.0024,1,33.19,-53.61,-50.56,131.45,4.93,132.12,0,63.99,48.040695,11.953361,,NaN,,1962,,0 / 24,1198008,2018-11-19 08:40:49:029
-7.1295,-0.6858,-6.5841,-7.2162,-0.8523,-6.5856,0.1568,0.1128,0.0292,0.0045,-0.0272,0.0019,1,34.21,-54.45,-47.05,132.72,5,132.48,0,45.128,48.040695,11.953361,,NaN,,1962,,0 / 24,1200008,2018-11-19 08:40:51:029
-6.8958,-0.8679,-6.6103,-7.1524,-0.8615,-6.6536,0.0072,0.0368,-0.153,-0.0207,-0.0255,-0.0213,1,36.29,-54.36,-48.73,131.36,5.05,132.88,0,45.837,48.040695,11.953361,,NaN,,1962,,0 / 24,1202008,2018-11-19 08:40:53:029
-6.8221,-0.7288,-6.7935,-6.91,-0.8675,-6.9044,0.1678,0.0955,-0.0122,-0.0108,0.0016,-0.0142,1,33.01,-54.4,-51.08,131.55,5.07,134.76,0,47.332,48.040695,11.953361,,NaN,,1962,,0 / 24,1204008,2018-11-19 08:40:55:029
-7.1151,-1.0322,-7.0765,-6.7768,-0.8227,-7.0405,-0.0637,0.0107,0.1695,-0.0191,-0.0312,-0.0118,1,33.84,-53.81,-49.78,131.73,4.81,136.09,0,49.585,48.040695,11.953361,,NaN,,1962,,0 / 24,1206008,2018-11-19 08:40:57:029
-6.2867,-0.6694,-6.9381,-6.7029,-0.7756,-7.1162,-0.0307,0.1338,-0.1017,-0.0202,-0.0088,-0.0215,1,32.64,-55.53,-50.51,132.82,4.6,136.72,0,44.586,48.040695,11.953361,,NaN,,1962,,0 / 24,1208008,2018-11-19 08:40:59:029
-6.5065,-0.81,-6.8219,-6.6119,-0.7639,-7.2021,-0.0474,0.0554,0.2695,-0.0154,0.0217,-0.0193,1,32.57,-57.56,-48.65,134.65,4.47,137.45,0,46.208,48.040695,11.953361,,NaN,,1962,,0 / 24,1210008,2018-11-19 08:41:01:029
-6.7346,-0.8054,-6.6392,-6.898,-0.8536,-6.918,-0.0921,0.0097,0.1437,-0.0023,0.0176,-0.0028,1,31.19,-58.85,-47.18,136.36,5,135.37,0,44.891,48.040695,11.953361,,NaN,,1962,,0 / 24,1212008,2018-11-19 08:41:03:029
-7.1305,-0.8359,-6.4557,-7.0501,-0.9296,-6.7529,-0.0571,0.0087,0.0478,0.002,-0.0115,6.00E-04,1,28.97,-57.68,-47.91,135.95,5.44,133.77,0,49.688,48.040695,11.953361,,NaN,,1962,,0 / 24,1214008,2018-11-19 08:41:05:029
-7.2066,-0.9601,-6.5931,-7.1403,-0.9623,-6.6529,-0.1032,0.0412,-0.1471,0.002,4.00E-04,0.0011,1,32.29,-58.07,-45.43,136.16,5.62,132.99,0,46.977,48.040695,11.953361,,NaN,,1962,,0 / 22,1216008,2018-11-19 08:41:07:029
-7.3161,-1.0762,-6.7995,-7.1542,-0.9692,-6.6369,-0.065,0.0968,0.0172,0.0075,0.0138,-7.00E-04,1,29.49,-57.07,-45.95,136.2,5.65,132.8,0,52.29,48.040695,11.953361,,NaN,,1962,,0 / 23,1218007,2018-11-19 08:41:09:028
-6.8963,-0.936,-6.5422,-7.185,-1.0227,-6.5955,0.071,0.031,0.0142,-0.007,-0.0037,-0.0066,1,32.24,-58.51,-44.71,136.61,5.99,132.55,0,54.14,48.040695,11.953361,,NaN,,1962,,0 / 23,1220008,2018-11-19 08:41:11:029
-6.9758,-0.9501,-6.7272,-7.0614,-1.0198,-6.7281,0.1351,0.0796,0.2393,-0.0059,0.0064,-7.00E-04,1,31.49,-56.97,-43.1,136.8,6.01,133.57,0,49.814,48.040695,11.953361,,NaN,,1962,,0 / 23,1222008,2018-11-19 08:41:13:029
-6.9018,-0.7141,-6.4217,-7.0827,-0.9513,-6.7157,-0.1723,-0.0668,-0.0684,-0.076,-0.0797,-0.0452,1,30.8,-59.42,-44.23,137.42,5.57,133.48,0,52.792,48.040695,11.953361,,NaN,,1962,,0 / 23,1224007,2018-11-19 08:41:15:028
-6.997,-0.8451,-6.3949,-7.2008,-1.0464,-6.5744,-0.1323,-0.1108,0.0387,0.0093,0.0265,-0.0039,1,35.75,-58.24,-46.66,134.1,6.02,131.83,0,48.254,48.040695,11.953361,,NaN,,1962,,0 / 23,1226008,2018-11-19 08:41:17:029
-7.043,-1.0059,-6.4201,-7.2639,-1.0416,-6.5055,-0.0119,0.0145,-0.0344,0.0055,-0.0072,-0.0034,1,36.27,-58.67,-46.69,134.59,6.1,131.85,0,51.313,48.040695,11.953361,,NaN,,1962,,0 / 23,1228008,2018-11-19 08:41:19:029
-6.9109,-1.0323,-6.4727,-7.2776,-1.0695,-6.4856,-0.0385,0.1026,-0.1987,-1.00E-04,-0.0087,0.0047,1,34.89,-58.05,-47.51,133.96,6.29,131.66,0,44.983,48.040695,11.953361,,NaN,,1962,,0 / 23,1230007,2018-11-19 08:41:21:028
-7.3177,-0.9752,-6.585,-7.2742,-1.077,-6.4882,-0.1259,0.0975,-0.1666,-0.0121,0.0076,-0.0029,1,34.31,-59.21,-45.73,135.55,6.3,131.68,0,50.611,48.040695,11.953361,,NaN,,1962,,0 / 23,1232008,2018-11-19 08:41:23:029
-7.2319,-1.0309,-6.3793,-7.2925,-1.0831,-6.4666,-0.0193,0.0494,-0.0067,-0.001,-0.0211,-0.0097,1,33.68,-59.71,-47.19,135.62,6.39,131.86,0,43.622,48.040695,11.953361,,NaN,,1962,,0 / 23,1234007,2018-11-19 08:41:25:028
-7.3002,-1.0799,-6.7572,-7.2339,-1.0397,-6.5391,-0.0284,0.0209,-0.2295,2.00E-04,-0.026,-0.0055,1,34.26,-58.6,-45.87,135.56,6.16,131.86,0,50.075,48.040695,11.953361,,NaN,,1962,,0 / 24,1236008,2018-11-19 08:41:27:029
-6.7992,-0.8415,-6.919,-6.9726,-0.9668,-6.8277,0.1006,0.0848,-0.1758,-0.0106,0.0026,-0.0183,1,34.09,-59.93,-46.06,136.11,5.72,134.01,0,50.66,48.040695,11.953361,,NaN,,1962,,0 / 24,1238008,2018-11-19 08:41:29:029
-6.4404,-0.9273,-6.9715,-6.9212,-0.9635,-6.8803,0.2039,0.0533,-0.3349,-0.0159,0.0045,-0.0264,1,34.92,-59.21,-45.02,135.72,5.64,134.73,0,47.043,48.040695,11.953361,,NaN,,1962,,0 / 24,1240007,2018-11-19 08:41:31:028
-6.802,-0.8729,-6.9054,-6.7801,-0.9205,-7.0252,-0.0179,0.017,-0.012,-0.0156,0.0125,-0.0135,1,35.01,-62.85,-45.04,137.67,5.39,136.02,0,45.144,48.040695,11.953361,,NaN,,1962,,0 / 24,1242008,2018-11-19 08:41:33:029
-6.9848,-1.0118,-6.7599,-6.6614,-0.9471,-7.1344,-0.3195,-0.1949,0.2554,0.0049,0.013,-0.0029,1,31.97,-62.63,-45.32,138.72,5.56,136.85,0,46.141,48.085373,11.854837,616,NaN,,196.17601,,0 / 24,1244007,2018-11-19 08:41:35:028
-6.9432,-1.043,-6.5319,-6.7283,-0.9926,-7.0651,-0.4604,-0.1856,0.2756,-0.009,-0.0105,-3.00E-04,1,32.2,-62.38,-43.75,138.59,5.81,136.4,0,48.652,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1246008,2018-11-19 08:41:37:029
-7.0848,-0.9173,-6.4775,-6.9072,-1.0256,-6.8855,-0.3853,0.0261,0.241,0.0013,0.0047,-0.0031,1,31.5,-62.18,-42.49,139.69,6.05,135.04,0,49.04,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1248007,2018-11-19 08:41:39:028
-7.2628,-0.6217,-6.6833,-7.0746,-1.0375,-6.7114,-0.0858,0.2651,0.2048,0.0091,0.0342,-0.0044,1,30.28,-61.51,-46.94,137.87,6.07,133.49,0,44.845,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1250009,2018-11-19 08:41:41:030
-6.8911,-1.144,-6.222,-7.1297,-1.0822,-6.6458,0.0204,-0.0205,0.1162,0.0033,-0.0061,0.0042,1,35.21,-61.21,-43.14,137.43,6.31,132.99,0,44.336,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1252007,2018-11-19 08:41:43:028
-6.9916,-0.9159,-6.548,-7.1695,-1.0756,-6.6039,0.3109,0.1651,0.156,-0.0069,0.0032,-0.01,1,35.58,-62.13,-43.81,137.19,6.3,132.65,0,50.582,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1254008,2018-11-19 08:41:45:029
-6.916,-1.001,-6.124,-7.1869,-1.089,-6.5828,0.2453,0.1097,0.3947,0.0089,0.0011,0.0075,1,36.94,-60.03,-47.02,134.75,6.43,132.49,0,50.668,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1256008,2018-11-19 08:41:47:029
-7.5949,-0.9121,-6.3598,-7.2502,-1.0919,-6.5125,-0.3555,0.132,0.0969,0.0059,-0.0049,0.0165,1,30.64,-60.91,-45.16,137.84,6.39,131.93,0,50.671,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1258007,2018-11-19 08:41:49:028
-7.1145,-1.0295,-6.4093,-7.2743,-1.0243,-6.4965,0.0578,-0.0345,-0.021,0.0045,0.0049,-0.0024,1,33.67,-60.39,-46.46,136.07,5.99,131.54,0,42.512,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1260008,2018-11-19 08:41:51:029
-7.0068,-0.915,-7.3242,-6.9895,-0.9454,-6.8135,-0.054,0.0392,-0.583,0.022,-0.0454,-0.011,1,32.87,-60.7,-44.17,137.74,5.56,134.34,0,49.471,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1262007,2018-11-19 08:41:53:028
-6.881,-1.0199,-6.2573,-7.1211,-1.0385,-6.6619,-0.1177,-0.1114,0.0071,-0.0064,-0.0085,0.001,1,34,-62.65,-48.34,136.68,6.1,133.15,0,52.528,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1264008,2018-11-19 08:41:55:029
-6.9637,-0.9957,-6.1957,-7.1785,-1.0556,-6.5973,0.0715,-0.0408,0.2656,0.0026,-4.00E-04,0.001,1,30.15,-61.3,-44.62,138.2,6.15,132.81,0,42.995,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1266007,2018-11-19 08:41:57:028
-7.1022,-0.9719,-6.412,-7.1166,-1.0176,-6.67,0.0321,0.0388,0.1712,0.0122,-0.0248,-8.00E-04,1,34.09,-62.83,-44.48,138.3,5.92,133.61,0,49.76,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1268009,2018-11-19 08:41:59:030
-7.5393,-0.8626,-6.0032,-7.5635,-0.9503,-6.1693,-0.0143,0.0392,0.0271,-0.102,-0.0835,-0.0538,1,32.85,-64.46,-44.13,139.09,5.73,129.84,0,50.737,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1270008,2018-11-19 08:42:01:029
-8.1851,-1.4058,-5.5551,-7.8178,-1.7072,-5.669,0.2574,0.4802,0.059,-0.2696,-0.1858,-0.2112,1,38.91,-65.51,-46.84,136.92,10.44,127.74,0,53.483,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1272008,2018-11-19 08:42:03:029
-8.0366,-1.7406,-5.5404,-7.916,-1.6402,-5.5513,-0.1421,0.1138,-0.0924,0.0049,-0.0028,-0.0032,1,33.88,-61.58,-49.66,135.25,9.6,124.98,0,51.291,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1274007,2018-11-19 08:42:05:028
-7.7756,-1.5728,-5.6156,-7.8835,-1.6275,-5.6011,-0.0285,-0.0022,0.0404,0.0134,0.006,4.00E-04,1,36.55,-61.19,-48.21,134.98,9.52,125.53,0,52.672,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1276008,2018-11-19 08:42:07:029
-7.7726,-1.623,-5.8037,-7.7321,-1.494,-5.844,0.0131,-0.0154,-0.088,0.0858,0.092,0.0685,1,34.59,-62.94,-48.42,136.28,8.76,127.08,0,43.484,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1278007,2018-11-19 08:42:09:028
-7.5075,-1.2687,-6.0998,-7.5773,-1.0118,-6.1426,-0.0227,-0.2064,0.0078,-0.0221,0.0283,-0.0282,1,31.98,-64.61,-44.14,139.84,5.83,128.74,0,44.821,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1280008,2018-11-19 08:42:11:029
-7.3085,-1.154,-6.1325,-7.4308,-1.1125,-6.3021,0.103,-0.0249,-0.0428,-0.0717,-0.0667,0.0071,1,31.07,-62.16,-42.98,139.12,6.99,130.04,0,49.176,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1282008,2018-11-19 08:42:13:029
-7.0268,-0.8167,-6.3942,-7.3389,-0.9463,-6.4354,0.2827,0.1216,-0.0925,-0.0234,-0.0034,-0.0159,1,30.99,-63.6,-44.97,139.28,5.6,130.72,0,51.59,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1284008,2018-11-19 08:42:15:029
-6.8597,-0.8469,-6.9666,-7.0113,-0.8894,-6.7986,0.0915,0.0947,-0.2147,2.00E-04,-0.0205,-6.00E-04,1,33.79,-65.08,-43.1,139.66,5.24,134.12,0,59.023,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1286008,2018-11-19 08:42:17:029
-7.3897,-1.0222,-5.8888,-7.435,-1.0366,-6.3101,0.0819,-0.0331,0.3639,0.0225,0.0247,0.0104,1,32.5,-62.95,-45.02,138.19,5.92,131.01,0,50.95,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1288007,2018-11-19 08:42:19:028
-7.2265,-1.0822,-6.2898,-7.4426,-1.0813,-6.2936,-0.0688,-0.0885,-0.2177,0.0024,0.0011,0.0022,1,32.37,-62.71,-43.43,139.33,6.33,130.12,0,44.233,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1290008,2018-11-19 08:42:21:029
-7.0777,-0.8492,-6.1754,-7.43,-1.0881,-6.3072,-0.0442,0.0346,-0.0775,0.0035,0.0138,0.0054,1,32.34,-61.01,-43.68,137.96,6.42,130.18,0,39.963,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1292008,2018-11-19 08:42:23:029
-7.2522,-1.0947,-6.2694,-7.4441,-1.0917,-6.29,-0.0467,0.0734,-0.1808,0.0079,0.0025,0.0064,1,32.46,-62.08,-44.12,138.43,6.39,130.17,0,48.175,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1294007,2018-11-19 08:42:25:028
-7.4599,-1.0364,-6.2093,-7.4436,-1.0813,-6.2924,0.0386,0.0127,0.0299,0.0064,2.00E-04,0,1,33.59,-61.68,-44.97,137.42,6.32,130.32,0,43.931,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1296007,2018-11-19 08:42:27:028
-6.9894,-1.5732,-6.4719,-7.1955,-1.5054,-6.4907,0.064,-0.0065,-0.0364,0.0475,0.0282,-0.0051,1,31.68,-58.77,-44.78,136.26,8.83,132.05,0,45.776,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1298008,2018-11-19 08:42:29:029
-7.4144,-1.4944,-6.1969,-7.4914,-1.5453,-6.1369,0.0904,0.1179,-0.0689,-0.1494,-0.0946,-0.098,1,34.37,-59.79,-47.64,134.92,9.2,129.96,0,50.184,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1300007,2018-11-19 08:42:31:028
-7.2016,-1.4058,-6.5813,-7.2989,-1.4853,-6.3789,-0.0739,0.0943,-0.0363,0.0041,-0.015,0.0051,1,33.94,-59.72,-45.93,135.79,8.71,131.15,0,48.887,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1302008,2018-11-19 08:42:33:029
-7.2827,-1.5525,-6.3128,-7.2914,-1.5358,-6.3755,-0.0276,0.003,0.0082,0.0038,-0.0051,0.005,1,33.3,-59.84,-45.01,136.45,9.11,131.18,0,48.028,48.085373,11.854837,616,NaN,,196.17601,,0 / 28,1304008,2018-11-19 08:42:35:029
-7.1907,-1.3489,-6.4292,-7.3,-1.5313,-6.3668,0.0094,0.1612,-0.1164,0.0693,0.033,0.0134,1,34.74,-59.12,-46.08,135.01,9.12,130.62,0,44.235,48.085373,11.854837,616,NaN,,196.17601,,0 / 24,1306007,2018-11-19 08:42:37:028
-7.0892,-1.5281,-6.3666,-7.2576,-1.5162,-6.4187,0.0537,-0.0491,0.0387,0.0183,0.0142,0.0015,1,33.58,-59.39,-44.69,135.7,8.85,131.46,0,43.337,48.085373,11.854837,616,NaN,,196.17601,,0 / 24,1308009,2018-11-19 08:42:39:030
-7.301,-1.4975,-6.3768,-7.2732,-1.5126,-6.4018,-0.106,-0.0051,-0.0503,-9.00E-04,-0.0068,-0.0012,1,34.92,-59.52,-45.62,135.49,8.86,131.4,0,43.368,48.085373,11.854837,616,NaN,,196.17601,,0 / 24,1310007,2018-11-19 08:42:41:028
-7.2443,-1.4777,-6.5421,-7.2634,-1.5551,-6.4027,0.0181,0.1556,-0.0454,-0.0016,-2.00E-04,-0.0039,1,34.35,-59.74,-44.67,136.16,9.12,131.45,0,42.257,48.085373,11.854837,616,NaN,,196.17601,,0 / 24,1312007,2018-11-19 08:42:43:028
-7.3223,-2.0041,-6.5444,-7.265,-1.5842,-6.3938,0.0327,-0.0349,-0.064,0.0048,0.0159,-0.0053,1,33.5,-59.44,-44.2,136.4,9.17,131.24,0,52.915,48.085373,11.854837,616,NaN,,196.17601,,0 / 24,1314008,2018-11-19 08:42:45:029
-7.073,-1.7789,-6.1465,-7.2707,-1.5453,-6.3968,-0.3745,0.2217,-0.2258,-0.0101,-0.0107,0.0262,1,35.1,-59.49,-42.96,136.28,9.12,131.19,0,49.677,48.085373,11.854837,616,NaN,,196.17601,,0 / 24,1316007,2018-11-19 08:42:47:028
-7.2925,-1.4263,-6.3176,-7.2406,-1.5585,-6.4277,-0.2645,-0.1825,-0.3002,0.0244,0.0332,-0.0181,1,35.57,-60.06,-42.65,136.48,9.03,131.42,0,52.05,48.085373,11.854837,616,NaN,,196.17601,,0 / 24,1318008,2018-11-19 08:42:49:029
-7.1178,-1.4354,-6.3367,-7.2657,-1.5061,-6.4118,0.0875,0.0246,0.0716,-7.00E-04,0.0079,-4.00E-04,1,33.46,-59.89,-44.38,136.92,8.79,131.41,0,45.068,48.085373,11.854837,616,NaN,,196.17601,,0 / 24,1320007,2018-11-19 08:42:51:028
-7.2058,-1.493,-6.3763,-7.221,-1.5686,-6.4473,0.0655,-0.0627,0.0379,0.0398,0.0222,0.0015,1,35.04,-59.08,-43.19,136.27,8.99,131.62,0,48.49,48.085373,11.854837,616,NaN,,196.17601,,0 / 24,1322008,2018-11-19 08:42:53:029
-7.2085,-1.4379,-6.5543,-7.233,-1.5219,-6.445,-0.1345,0.1229,-0.0146,-0.0013,0.0054,0.0011,1,33.49,-59.78,-43.44,137.34,8.89,131.75,0,46.805,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1324007,2018-11-19 08:42:55:028
-7.4379,-1.1532,-6.6297,-7.233,-1.5346,-6.4419,-0.1896,0.2407,-0.0984,-8.00E-04,-0.012,0.0029,1,32.9,-59.14,-43.25,136.84,9,131.69,0,46.001,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1326007,2018-11-19 08:42:57:028
-7.0571,-1.4639,-6.4409,-7.2239,-1.5483,-6.4489,0.0889,0.0999,-3.00E-04,-0.0026,0.0052,-0.0051,1,31.41,-59.66,-46.95,136.12,9.2,131.69,0,48.311,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1328008,2018-11-19 08:42:59:029
-7.3579,-1.5848,-6.474,-7.2234,-1.5436,-6.4505,-0.1264,-0.0537,-0.0755,0.0111,0.0101,-0.0065,1,32.19,-59.27,-46.92,135.37,9.03,131.81,0,47.735,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1330008,2018-11-19 08:43:01:029
-7.2387,-1.5315,-6.4318,-7.2318,-1.51,-6.4491,-0.0209,0.0169,-0.0068,0.0013,0.0015,0.0017,1,33.82,-59.6,-46.07,135.75,8.86,131.73,0,46.545,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1332008,2018-11-19 08:43:03:029
-7.2237,-1.3619,-6.3989,-7.2373,-1.4934,-6.4468,-0.0698,0.1014,-0.0049,7.00E-04,-0.0078,-0.0013,1,33.42,-59.44,-44.84,135.98,8.83,131.74,0,47.716,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1334007,2018-11-19 08:43:05:028
-7.2558,-1.5386,-6.3725,-7.2277,-1.5268,-6.4497,0.0448,0.0241,0.0485,0.0051,0.009,-0.007,1,38.02,-60.41,-43.54,135.48,8.93,131.78,0,47.754,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1336007,2018-11-19 08:43:07:028
-7.219,-1.2896,-6.6225,-7.1752,-1.452,-6.5252,-0.2433,0.1179,-0.3096,0.2908,0.0733,0.239,1,31.97,-58.59,-45.81,135.93,8.09,131.77,0,53.861,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1338007,2018-11-19 08:43:09:028
-7.7114,-1.6129,-5.5829,-7.8423,-1.6363,-5.6561,-0.1669,-0.0395,-0.1083,0.0081,0.024,0.0029,1,37.11,-58.44,-47.05,133.91,9.49,126.23,0,53.54,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1340008,2018-11-19 08:43:11:029
-7.815,-1.7018,-5.7329,-7.7038,-1.6577,-5.8373,0.0641,0.0722,-0.0378,0.0019,0.0174,0.0066,1,36.06,-58.33,-48.54,133.19,9.8,126.79,0,46.7,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1342008,2018-11-19 08:43:13:029
-7.4843,-1.6937,-5.894,-7.564,-1.6995,-6.0056,0.0665,0.0821,-0.2356,-0.007,-0.0724,-0.0154,1,36.58,-58.24,-47.81,133.27,10.02,127.92,0,53.363,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1344007,2018-11-19 08:43:15:028
-7.7322,-1.6709,-5.9247,-7.6057,-1.7226,-5.9462,-0.0351,-0.002,0.0116,-0.0197,-0.0197,-0.0496,1,36.6,-57.81,-46.24,134.16,10.04,127.7,0,55.033,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1346008,2018-11-19 08:43:17:029
-7.7513,-1.9152,-5.573,-7.84,-1.8208,-5.6027,-0.0543,0.0491,-0.1939,0.0168,0.0252,0.0168,1,37.11,-57.11,-47.48,133.42,10.77,125.42,0,52.365,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1348008,2018-11-19 08:43:19:029
-7.3544,-1.7133,-6.1128,-7.5186,-1.6787,-6.0682,-0.1985,-0.1599,0.0955,0,-0.0719,0.0519,1,36.82,-57.56,-47.71,133.13,10.32,129.29,0,45.874,48.085373,11.854837,616,NaN,,196.17601,,0 / 28,1350008,2018-11-19 08:43:21:029
-7.0407,-1.5404,-6.5243,-7.2242,-1.6675,-6.4188,0.1418,0.0845,-0.097,0.0366,0.0236,0.0398,1,34.06,-58.32,-47.08,134.21,9.93,131.48,0,47.901,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1352007,2018-11-19 08:43:23:028
-7.3209,-1.4686,-6.3294,-7.2654,-1.619,-6.3846,-0.0461,0.0325,0.0055,0.0516,-0.0052,0.0685,1,34.14,-57.72,-46.63,134.23,9.79,131.31,0,48.725,48.085373,11.854837,616,NaN,,196.17601,,0 / 29,1354008,2018-11-19 08:43:25:029
