ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-5.7961,-1.0574,-7.6092,-5.7998,-1.0577,-7.8367,0.1166,0.0138,-0.0405,0.0048,0.0029,0.0045,1,28.6,-58.36,-43.66,138.39,6.16,143.46,0,38.463,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2370008,2018-11-19 09:00:21:029
-5.7266,-0.9592,-7.6777,-5.7586,-1.0304,-7.8707,0.0337,0.0096,-0.0694,0.0045,0.0062,0.0082,1,29.89,-57.92,-46.48,137.22,6.18,143.6,0,49.11,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2372007,2018-11-19 09:00:23:028
-5.6437,-0.9671,-7.8736,-5.7319,-0.9771,-7.8969,0.0668,0.0162,-0.0028,0.0068,0.0048,0.0083,1,30.7,-57.64,-46.7,136.6,5.73,144.02,0,46.285,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2374008,2018-11-19 09:00:25:029
-5.5556,-0.9151,-7.7554,-5.7447,-0.978,-7.8875,0.0051,-0.0292,0.0277,0.004,-0.0019,0.0063,1,29.52,-57.6,-44.7,137.74,5.71,143.88,0,42.249,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2376007,2018-11-19 09:00:27:028
-5.5814,-0.8691,-7.6043,-5.7878,-0.9573,-7.8584,0.0776,0.0283,0.0746,0.0051,-0.0161,0.0052,1,31.34,-57.79,-44.07,137.68,5.61,143.72,0,39.667,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2378008,2018-11-19 09:00:29:029
-5.7212,-0.9094,-7.8674,-5.8238,-0.921,-7.8362,0.0073,-0.0019,-0.1002,0.006,-0.0125,0.0051,1,30.74,-56,-48.08,135.15,5.46,143.21,0,45.427,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2380008,2018-11-19 09:00:31:029
-5.9344,-0.9759,-7.6023,-5.9051,-0.9439,-7.7723,-0.075,-0.1147,0.0067,0.0097,0.0195,0.0045,1,30.05,-55.59,-48.17,135.49,5.49,142.8,0,45.111,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2382007,2018-11-19 09:00:33:028
-5.9467,-0.9031,-7.5013,-6.054,-0.9627,-7.6546,-0.0987,0.0089,0.0763,0.0086,-0.0067,0.0031,1,30.58,-55.13,-46.35,135.14,5.64,141.84,0,46.92,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2384008,2018-11-19 09:00:35:029
-6.0636,-1.0359,-7.517,-6.1823,-0.9792,-7.5492,0.0432,-0.005,-0.0283,0.0072,0.0021,0.0087,1,32.28,-55.13,-47.29,134.26,5.72,140.82,0,42.412,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2386007,2018-11-19 09:00:37:028
-6.2922,-0.9375,-7.3702,-6.321,-0.9848,-7.4328,-0.0138,0.0352,-0.0164,0.0101,-0.0191,0.0077,1,32.71,-53.7,-48.4,132.87,5.79,139.67,0,37.765,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2388008,2018-11-19 09:00:39:029
-6.4105,-1.019,-7.2527,-6.4828,-1.0032,-7.2896,0.0144,0.0065,-0.0052,0.0047,-0.0065,0.0022,1,34.39,-53.62,-47.52,132.42,5.86,138.39,0,40.138,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2390007,2018-11-19 09:00:41:028
-6.6508,-1.0172,-7.0937,-6.6387,-1.0125,-7.1466,0.0494,0.0129,0.0245,0.0024,-0.0162,4.00E-04,1,34.55,-51.44,-45.7,131.12,5.96,137.32,0,41.475,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2392008,2018-11-19 09:00:43:029
-6.6227,-0.959,-6.7918,-6.7752,-1.0046,-7.0183,-0.0036,-0.0287,-0.0139,-0.0029,-0.0048,-0.0037,1,49.92,-48.84,-48.32,125.13,5.87,136,0,47.099,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2394008,2018-11-19 09:00:45:029
-6.6934,-1.0033,-6.9459,-6.7681,-1.0186,-7.0233,0.074,-0.0399,-0.0183,7.00E-04,0.0104,2.00E-04,1,47.76,-59.79,-55.18,129.07,5.98,135.75,0,43.704,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2396007,2018-11-19 09:00:47:028
-6.9114,-1.0801,-6.6938,-6.9327,-1.0644,-6.8538,-0.0155,-0.025,0.0726,0.0033,0.0294,0.0154,1,41.46,-53.58,-61.86,125.57,6.21,134.97,0,40.417,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2398008,2018-11-19 09:00:49:029
-6.4069,-1.2031,-7.154,-6.5928,-1.2281,-7.1552,0,-0.0734,-0.0657,0.1683,-0.0012,0.0984,1,39.84,-56.41,-61.35,127.1,6.76,137.29,0,50.61,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2400008,2018-11-19 09:00:51:029
-6.8046,-1.33,-6.7764,-6.6421,-1.286,-7.0992,-0.2095,-0.0643,0.297,-0.0687,-0.162,-0.0754,1,37.18,-51.47,-62.85,124.37,7.6,137.97,0,50.167,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2402007,2018-11-19 09:00:53:028
-6.476,-1.1995,-7.0656,-6.5654,-1.2102,-7.1834,0.0077,0.004,0.0444,0.002,0,0.0029,1,38.24,-58.65,-64.35,128.11,7.12,137.62,0,47.721,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2404008,2018-11-19 09:00:55:029
-6.3856,-1.1721,-6.9687,-6.6001,-1.2076,-7.152,0.0662,0.0186,0.067,-0.0042,0.0066,-0.002,1,39.4,-53.09,-64.5,124.79,7.07,137.3,0,39.867,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2406008,2018-11-19 09:00:57:029
-6.3231,-1.1798,-6.9892,-6.5818,-1.1932,-7.1712,0.1842,0.0055,0.1513,0.0031,0.0024,0.0079,1,31.6,-50.41,-46.71,130.96,6.96,137.43,0,41.765,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2408007,2018-11-19 09:00:59:028
-6.4762,-1.209,-7.1609,-6.554,-1.2016,-7.1953,-0.0363,-0.0072,-0.1277,0.0071,0.0084,0.0037,1,39.01,-48.29,-49.68,126.55,7.04,137.67,0,50.514,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2410008,2018-11-19 09:01:01:029
-6.532,-1.1775,-6.9872,-6.6121,-1.1911,-7.1436,0.0211,-0.0117,0.0746,-0.0175,-0.0231,-0.024,1,41.71,-48.53,-48.7,126.67,6.98,137.21,0,43.884,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2412008,2018-11-19 09:01:03:029
-6.35,-1.2059,-6.9936,-6.5623,-1.1937,-7.189,0.2193,0.0342,0.122,-0.0079,0.0039,-0.0029,1,29.61,-52.12,-47.19,132.79,6.99,137.61,0,48.195,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2414007,2018-11-19 09:01:05:028
-6.5277,-1.1892,-7.2745,-6.5112,-1.1912,-7.2357,0.0289,-0.021,0.0349,-0.0053,-0.0071,0.0036,1,26.58,-51.16,-50.87,131.66,6.98,138.02,0,49.215,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2416008,2018-11-19 09:01:07:029
-6.502,-1.0812,-7.1412,-6.5246,-1.1824,-7.2251,0.1241,0.0927,0.1248,-0.003,0.0033,-0.0122,1,31.08,-53.1,-46.76,133.05,6.92,137.92,0,51.141,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2418008,2018-11-19 09:01:09:029
-6.4851,-1.1131,-7.3376,-6.5088,-1.1766,-7.2403,0.0235,0.0916,0.0497,0.001,-0.0042,0.0018,1,31.67,-51.39,-43.68,132.8,6.89,138.05,0,55.158,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2420007,2018-11-19 09:01:11:028
-6.4629,-1.1348,-7.1966,-6.4915,-1.1671,-7.2573,-0.0889,0.0486,0.0424,-0.0606,-0.024,-0.0422,1,33.21,-52.44,-46.03,132.23,6.83,138.19,0,50.628,48.11699,11.565584,620,NaN,,67.536,,0 / 23,2422007,2018-11-19 09:01:13:028
-6.4065,-1.1046,-7.304,-6.3298,-1.1976,-7.3939,-0.1953,0.0387,-0.03,0.0399,0.018,0.0502,1,26.57,-51.79,-49.4,133.21,7.01,139.43,0,55.178,48.11699,11.565584,620,NaN,,67.536,,0 / 23,2424008,2018-11-19 09:01:15:029
-6.895,-1.3027,-6.2781,-6.9351,-1.2209,-6.8252,-0.0025,-0.0975,0.4499,-0.0688,-0.1209,-0.0561,1,32.29,-53.82,-47.19,133.08,7.15,134.54,0,48.419,48.11699,11.565584,620,NaN,,67.536,,0 / 23,2426008,2018-11-19 09:01:17:029
-6.8459,-1.1669,-6.7884,-6.9727,-1.2477,-6.782,-0.0241,0.1198,-0.0135,-0.0987,0.0227,-0.1528,1,32.3,-54.39,-46.01,133.46,7.31,134.21,0,50.623,48.11699,11.565584,620,NaN,,67.536,,0 / 23,2428007,2018-11-19 09:01:19:028
-6.4654,-1.3497,-6.8011,-6.6792,-1.2647,-7.0682,0.0722,-0.1242,0.1822,0.1171,0.1155,0.1293,1,32.59,-50.79,-45.45,131.92,7.41,136.62,0,54.248,48.11699,11.565584,620,NaN,,67.536,,0 / 24,2430007,2018-11-19 09:01:21:028
-6.5662,-1.366,-7.1745,-6.6107,-1.2978,-7.1263,-0.0214,-0.0628,-0.1057,-0.0049,-0.0081,-0.002,1,29.75,-50.97,-44.86,132.9,7.6,137.15,0,55.809,48.11699,11.565584,620,NaN,,67.536,,0 / 24,2432008,2018-11-19 09:01:23:029
-6.4947,-1.3139,-7.2343,-6.514,-1.392,-7.1972,0.1581,0.17,-0.0263,0.0302,0.0496,0.0101,1,33.92,-57.28,-45.18,134.75,8.16,137.85,0,46.989,48.11699,11.565584,620,NaN,,67.536,,0 / 24,2434008,2018-11-19 09:01:25:029
-6.6007,-1.4031,-7.2958,-6.519,-1.4604,-7.1792,-0.3111,0.0414,-0.3002,0.0101,0.0334,-0.0067,1,30.06,-51.8,-51.01,130.82,8.56,137.76,0,43.227,48.11699,11.565584,620,NaN,,67.536,,0 / 24,2436007,2018-11-19 09:01:27:028
-6.4669,-1.5281,-7.013,-6.5632,-1.4723,-7.1363,0.0588,-0.0452,0.0985,-0.0018,0.006,-0.0047,1,26.14,-55.58,-49.87,134.73,8.63,137.4,0,50.81,48.11699,11.565584,620,NaN,,67.536,,0 / 24,2438008,2018-11-19 09:01:29:029
-6.5791,-1.5434,-7.2349,-6.5521,-1.4934,-7.1421,-0.0651,-0.0111,-0.1577,-0.0104,-0.0149,0.0078,1,28.03,-52.76,-45.06,134.53,8.76,137.47,0,50.816,48.11699,11.565584,620,NaN,,67.536,,0 / 24,2440008,2018-11-19 09:01:31:029
-6.5528,-1.5321,-7.0473,-6.5675,-1.4891,-7.1289,-0.0214,-0.0088,0.045,-0.0042,-0.0044,-0.0017,1,30.31,-54.47,-43.46,135.26,8.73,137.35,0,48.009,48.11699,11.565584,620,NaN,,67.536,,0 / 24,2442007,2018-11-19 09:01:33:028
-6.5397,-1.4649,-7.0233,-6.5791,-1.5177,-7.1121,-0.081,-0.0407,-0.0435,0.0037,0.0037,-0.0049,1,30.59,-53.32,-46.43,133.02,8.9,137.23,0,48.118,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2444008,2018-11-19 09:01:35:029
-6.5689,-1.5586,-7.1112,-6.5943,-1.5001,-7.1018,0.0125,-0.0313,-0.0464,-0.0148,2.00E-04,-0.0102,1,29.13,-51.42,-48.14,131.7,8.8,137.12,0,46.162,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2446007,2018-11-19 09:01:37:028
-6.525,-1.7792,-6.9187,-6.5415,-1.59,-7.131,0.1918,-0.175,0.086,0.004,-0.035,-0.0436,1,28.84,-52.36,-47.4,132.6,9.33,137.47,0,48.503,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2448008,2018-11-19 09:01:39:029
-6.4499,-1.4973,-7.1326,-6.4974,-1.5136,-7.1877,-0.0154,-0.0458,-0.0111,-0.0054,0.005,-0.0078,1,29.49,-52.69,-43.41,135.05,8.88,137.89,0,48.787,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2450009,2018-11-19 09:01:41:030
-6.4206,-1.685,-6.9303,-6.5121,-1.504,-7.1764,0.2227,0.1122,0.2146,-0.0033,0.0052,-9.00E-04,1,35.56,-51.27,-48.44,129.55,8.82,137.78,0,48.009,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2452008,2018-11-19 09:01:43:029
-6.7462,-1.5955,-7.2593,-6.5399,-1.609,-7.1282,-0.2079,0.0399,-0.2378,0.0072,-0.0055,-0.0346,1,31.07,-50.93,-46.25,131.77,9.44,137.46,0,53.563,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2454007,2018-11-19 09:01:45:028
-6.3329,-1.5336,-6.9068,-6.5572,-1.5602,-7.1232,0.321,0.084,0.5116,1.00E-04,-0.0045,5.00E-04,1,35,-56.28,-42.9,134.55,9.15,137.37,0,50.927,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2456008,2018-11-19 09:01:47:029
-6.5406,-1.5172,-7.1703,-6.5391,-1.5496,-7.1421,0.0431,0.0361,-0.001,5.00E-04,-0.0046,-3.00E-04,1,29.84,-54.03,-47.94,133.04,9.09,137.52,0,44.956,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2458008,2018-11-19 09:01:49:029
-6.2196,-2.1306,-6.9644,-6.3484,-2.0283,-7.194,-0.1601,0.0301,-0.0954,0.0515,-0.0165,-0.0661,1,30.02,-50.53,-47.47,131.08,11.94,138.57,0,48.437,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2460007,2018-11-19 09:01:51:028
-6.0959,-1.8133,-6.8437,-6.4773,-1.6941,-7.1655,0.3367,-0.2435,0.2953,-0.054,-0.052,0.0964,1,32.08,-52.74,-47.73,131.66,9.95,137.89,0,52.217,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2462007,2018-11-19 09:01:53:028
-6.2835,-2.111,-6.9619,-6.4832,-1.866,-7.1173,0.0503,-0.094,-0.0546,0.033,0.0035,-0.0236,1,26.22,-50.78,-50.35,131.24,10.97,137.67,0,52.242,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2464008,2018-11-19 09:01:55:029
-6.4807,-1.6071,-6.8807,-6.622,-1.5789,-7.0588,-0.0637,0.0414,0.0584,0.0036,-0.0018,-0.0023,1,37.9,-55.18,-44.04,132.67,9.27,136.83,0,52.2,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2466008,2018-11-19 09:01:57:029
-6.2692,-1.6915,-7.0528,-6.5077,-1.6246,-7.1541,0.1645,0.1121,-0.0427,0.001,0.0056,-0.0071,1,32.37,-52.59,-44.12,133.43,9.55,137.68,0,49.925,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2468007,2018-11-19 09:01:59:028
-6.6693,-1.6597,-7.3753,-6.5024,-1.6116,-7.1618,-0.1012,-0.0773,-0.1215,0,-0.0064,-0.0076,1,29.54,-51.61,-44.02,133.56,9.46,137.76,0,53.07,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2470008,2018-11-19 09:02:01:029
-6.5788,-1.6257,-7.0942,-6.484,-1.6444,-7.1711,0.038,0.0082,0.0493,0.0013,-0.0022,-0.0028,1,35.74,-54.69,-61.83,126.52,9.65,137.88,0,50.033,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2472008,2018-11-19 09:02:03:029
-6.3764,-1.5697,-7.1899,-6.4786,-1.6512,-7.1743,0.0819,0.0137,-0.0302,-0.0057,-0.0166,-0.0064,1,39.64,-53.18,-64.31,123.89,9.7,137.93,0,54.46,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2474007,2018-11-19 09:02:05:028
-6.1215,-1.5789,-7.367,-6.279,-1.663,-7.347,0.008,-0.0164,-0.1735,-0.0216,-0.0058,-0.0234,1,32.61,-50.9,-59.75,125.77,9.76,139.48,0,45.844,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2476007,2018-11-19 09:02:07:028
-6.1092,-1.644,-7.5847,-6.1254,-1.593,-7.4908,-0.0209,-0.0173,0.0235,-0.0227,-0.0088,-0.0209,1,44.76,-51.85,-60.46,123.6,9.37,140.67,0,41.62,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2478008,2018-11-19 09:02:09:029
-6.3077,-1.5616,-7.2385,-6.2449,-1.6139,-7.3869,-0.1268,0.0342,0.088,-0.0098,0.0123,-0.0124,1,29.4,-54.62,-58.56,129.65,9.47,139.79,0,49.872,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2480008,2018-11-19 09:02:11:029
-6.2338,-1.6022,-7.1523,-6.3596,-1.6135,-7.2885,-0.0246,0.0102,0.0754,-0.0033,-9.00E-04,-0.0028,1,24.3,-53.05,-55.42,131.54,9.47,138.89,0,46.977,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2482008,2018-11-19 09:02:13:029
-6.349,-1.5079,-6.9434,-6.5472,-1.6478,-7.1126,-0.0855,0.0358,-0.0582,0.0089,0.0109,-0.0032,1,29.29,-54.14,-47.44,133.65,9.67,137.37,0,44.78,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2484009,2018-11-19 09:02:15:030
-6.7001,-1.7043,-7.1442,-6.6924,-1.6872,-6.9667,-0.0427,0.0289,-0.0954,-0.0166,-0.0262,-0.0186,1,28.25,-55.14,-46.28,134.87,9.91,136.34,0,45.882,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2486007,2018-11-19 09:02:17:028
-6.505,-1.7826,-7.0814,-6.4627,-1.6543,-7.188,-0.0772,-0.0056,0.0933,0.0041,-0.0151,0.0068,1,28.65,-54.92,-45.81,134.66,9.71,138.04,0,46.943,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2488008,2018-11-19 09:02:19:029
-6.429,-1.6729,-7.113,-6.4648,-1.6265,-7.1925,-0.0141,0.0452,0.0417,-0.0057,8.00E-04,5.00E-04,1,28.26,-55.44,-46.32,135.06,9.56,138.14,0,47.641,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2490008,2018-11-19 09:02:21:029
-6.909,-1.6056,-6.7325,-6.7563,-1.5986,-6.9259,-0.2307,0.0036,0.1472,0.0148,0.0242,0.0178,1,29.8,-52.71,-43.97,134.09,9.38,135.71,0,52.21,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2492008,2018-11-19 09:02:23:029
-7.543,-1.6392,-6.0997,-7.2948,-1.5722,-6.3627,-0.0804,-0.0346,0.2768,0.0345,0.0061,0.0396,1,29.7,-53.18,-43.83,134.13,9.23,131.1,0,53.375,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2494008,2018-11-19 09:02:25:029
-7.6583,-1.5945,-6.1138,-7.4675,-1.54,-6.1673,-0.1479,-0.0405,-0.0283,0.0346,-0.0387,0.0362,1,32.51,-51.01,-45.69,131.38,9.03,129.55,0,45.544,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2496007,2018-11-19 09:02:27:028
-6.9862,-1.5843,-6.6259,-7.2211,-1.5533,-6.4509,0.1118,-0.0078,-0.3761,0.008,-0.0093,0.0092,1,31.47,-49.57,-49.08,129.92,9.11,131.78,0,47.364,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2498007,2018-11-19 09:02:29:028
-6.5633,-1.4995,-6.9224,-6.7331,-1.5553,-6.9582,0.177,0.0398,-0.0845,0.0016,0.0072,-9.00E-04,1,33.32,-50.51,-48.78,129.95,9.13,135.94,0,48.638,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2500007,2018-11-19 09:02:31:028
-6.4934,-1.5657,-7.0672,-6.5705,-1.5466,-7.1139,0.0249,0.0131,-0.0812,-0.0015,0.0085,-0.0016,1,33.97,-50.85,-50.18,129.3,9.07,137.27,0,45.711,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2502008,2018-11-19 09:02:33:029
-6.4208,-1.7517,-6.8894,-6.6022,-1.5563,-7.0823,-0.0157,0.1145,-0.0025,-0.0032,0.0025,0.0064,1,31.27,-50.83,-48.3,130.98,9.12,136.93,0,48.341,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2504008,2018-11-19 09:02:35:029
-6.7691,-1.5777,-7.0406,-6.7084,-1.5537,-6.9824,-0.0385,0.0704,0.0148,-0.0011,0.0149,-0.0081,1,30.96,-50.2,-51.46,129.14,9.12,136.15,0,46.366,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2506008,2018-11-19 09:02:37:029
-6.504,-1.5402,-6.9431,-6.6479,-1.5777,-7.0346,-0.0673,-0.0213,-0.0238,-0.0024,0.0023,-2.00E-04,1,33.27,-50.75,-38.81,134.23,9.26,136.62,0,49.871,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2508008,2018-11-19 09:02:39:029
-6.5082,-1.5204,-7.0744,-6.5672,-1.5593,-7.1141,0.0154,0.0344,0.0864,-0.0041,0.0031,-0.001,1,30.44,-49.74,-48.72,130.28,9.22,137.36,0,47.733,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2510007,2018-11-19 09:02:41:028
-6.5726,-1.5484,-7.0002,-6.5762,-1.5738,-7.1026,0.0283,0.0169,0.0771,0.001,-8.00E-04,-0.0017,1,29.1,-48.64,-46.69,130.84,9.24,137.2,0,45.167,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2512007,2018-11-19 09:02:43:028
-6.9871,-1.7377,-7.7711,-6.5374,-1.6223,-7.1275,-0.3236,-0.0504,-0.2367,0.0061,-0.0308,-0.0027,1,42.23,-52.49,-48.35,128.33,9.48,137.57,0,51.493,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2514007,2018-11-19 09:02:45:028
-6.3565,-1.6786,-6.9493,-6.5347,-1.7216,-7.1066,0.0694,-0.0152,0.095,0.0033,-0.0068,-0.0027,1,29.27,-51.4,-49.02,130.96,10.11,137.4,0,49.62,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2516008,2018-11-19 09:02:47:029
-6.6366,-1.6728,-7.0752,-6.5324,-1.6666,-7.1218,-0.1615,-0.1211,-0.1998,-0.002,-0.0064,0.0019,1,27.22,-50.26,-47.35,131.97,9.84,137.57,0,50.921,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2518008,2018-11-19 09:02:49:029
-6.5716,-1.7336,-7.3208,-6.5301,-1.7007,-7.1159,0.0645,-0.0506,-0.0126,-0.006,0.0066,-0.0065,1,29.71,-50.42,-49.62,129.67,9.99,137.46,0,57.409,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2520007,2018-11-19 09:02:51:028
-6.5533,-1.7986,-7.0439,-6.5338,-1.7534,-7.0997,-0.0377,0.0449,0.0169,-7.00E-04,0.0104,0.0014,1,29.31,-48.18,-47.73,129.52,10.32,137.34,0,41.155,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2522008,2018-11-19 09:02:53:029
-6.7477,-1.8619,-6.7773,-6.6785,-1.863,-6.9352,-0.1811,-0.0356,0.0566,0.0178,-0.0011,0.0184,1,28.75,-47.46,-50.65,127.38,10.95,136.08,0,46.952,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2524008,2018-11-19 09:02:55:029
-6.9982,-1.8678,-6.5012,-7.0239,-1.8832,-6.5794,-0.0233,-0.1197,0.0719,0.0298,0.0233,0.0368,1,32.63,-47.83,-50.81,127.01,10.95,133.25,0,45.314,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2526008,2018-11-19 09:02:57:029
-7.1087,-2.0596,-6.56,-7.1542,-1.8429,-6.4491,0.0092,-0.2553,-0.1039,0.0439,-0.0093,0.0461,1,31.65,-48.22,-47.22,129.05,10.83,132.03,0,49.153,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2528008,2018-11-19 09:02:59:029
-7.2818,-2.2552,-6.4639,-7.1598,-1.9543,-6.41,0.1668,-0.1919,-0.0124,0.0299,5.00E-04,0.0346,1,33.12,-42.38,-51.85,122.79,11.5,131.84,0,59.229,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2530008,2018-11-19 09:03:01:029
-7.0161,-2.1199,-6.697,-7.0722,-2.0018,-6.4921,0.1653,-0.0694,-0.0609,0.0278,0.0338,0.0434,1,35.37,-43.64,-55.24,122.41,11.78,132.55,0,54.927,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2532007,2018-11-19 09:03:03:028
-7.2087,-2.3308,-6.7908,-6.9565,-2.0311,-6.607,0.3694,0.0091,-0.2227,0.0266,0.0053,0.0216,1,34.08,-45.3,-53.41,123.91,11.95,133.52,0,44.456,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2534007,2018-11-19 09:03:05:028
-6.6842,-2.0041,-7.0112,-6.9392,-2.0097,-6.6317,0.326,0.0474,-0.067,0.0258,-0.01,0.0356,1,37.24,-40.76,-57.63,118.99,11.83,133.7,0,49.097,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2536008,2018-11-19 09:03:07:029
-7.1484,-2.032,-6.7211,-7.0677,-1.923,-6.5208,0.2691,-0.0409,-0.0376,0.028,0.0181,0.0555,1,35.25,-45.23,-54.38,123.51,11.31,132.7,0,48.674,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2538008,2018-11-19 09:03:09:029
-6.8334,-2.11,-7.0547,-6.7368,-1.8087,-6.8931,0.1961,-0.0314,-0.2096,0.1315,0.1156,0.1373,1,38.44,-43.55,-55.65,121.51,10.97,135.26,0,50.463,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2540007,2018-11-19 09:03:11:028
-6.471,-1.8625,-7.311,-6.6187,-1.7915,-7.011,0.1819,-0.0239,-0.0477,0.0318,-0.009,0.0386,1,37.51,-41.14,-57.1,119.33,10.53,136.65,0,55.053,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2542008,2018-11-19 09:03:13:029
-6.3747,-1.7681,-7.264,-6.5304,-1.7872,-7.0944,0.3891,-0.0264,-0.0503,0.0202,0.0263,0.0309,1,38.49,-45.76,-57.88,122.08,10.5,137.37,0,53.095,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2544008,2018-11-19 09:03:15:029
-6.4774,-1.7997,-7.2426,-6.5294,-1.7544,-7.1035,0.0678,-0.1208,-0.0672,0.0428,-0.0052,0.0467,1,47.29,-44.49,-60.28,118.64,10.3,137.42,0,52.611,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2546007,2018-11-19 09:03:17:028
-6.2633,-1.9354,-7.2185,-6.4754,-1.8073,-7.1395,-0.0043,-0.2184,-0.0366,0.0225,-0.0096,0.0234,1,42.83,-43.25,-61.8,118.03,10.62,137.79,0,55.199,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2548008,2018-11-19 09:03:19:029
-6.231,-1.8962,-7.2257,-6.3737,-1.8641,-7.2161,0.0477,-0.034,0.0177,0.025,-0.0023,0.0353,1,44.88,-44.16,-60.66,118.47,10.95,138.4,0,45.509,48.11699,11.565584,620,NaN,,67.536,,0 / 27,2550007,2018-11-19 09:03:21:028
